Scenario,AccX_Mean,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Normal,0.0099,0.058,-0.1211,0.0348,480.0
Normal,-0.0016,0.0616,-0.1308,0.1353,4320.0
Normal,0.021,0.0693,-0.2882,0.1851,4320.0
Normal,0.0057,0.0711,-0.3513,-0.1214,4320.0
Normal,0.0108,0.0735,-0.4349,-0.152,480.0
Normal,0.0151,0.075,-0.4037,-0.1358,480.0
Normal,0.0005,0.0677,-0.3647,-0.1328,480.0
Normal,0.0133,0.0646,-0.3281,-0.1375,4320.0
Normal,0.0116,0.0672,-0.2123,-0.1187,720.0
Normal,0.0123,0.0615,-0.1977,-0.1819,4320.0
Normal,0.0143,0.0641,-0.1954,-0.461,4320.0
Normal,0.0048,0.0626,-0.0573,-0.5412,4320.0
Normal,0.0057,0.0544,-0.0835,-0.8609,8400.0
Normal,0.0115,0.0586,0.0303,-0.8517,8400.0
Normal,0.0093,0.0568,0.0208,-0.7287,240.0
Normal,0.0223,0.0597,-0.0029,-0.5628,8400.0
Normal,0.0079,0.0687,-0.4464,0.0845,480.0
Normal,0.0012,0.0679,-0.5375,0.0667,4320.0
Normal,0.0141,0.0729,-0.6567,0.143,240.0
Normal,-0.0028,0.0716,-0.4078,-0.3106,240.0
Normal,0.0213,0.0686,-0.3205,-0.0427,480.0
Normal,0.0214,0.0654,-0.1538,-0.1921,480.0
Normal,0.0025,0.0587,0.1851,0.0536,240.0
Normal,0.0192,0.0641,0.015,-0.5502,960.0
Normal,0.0004,0.0634,-0.2498,-0.4838,480.0
Normal,0.0071,0.0678,-0.2679,-0.6552,4080.0
Normal,0.0145,0.0743,-0.3935,-0.7518,4320.0
Normal,0.0105,0.0686,-0.3839,-0.4913,4320.0
Normal,0.0154,0.0613,-0.0702,-0.6452,4320.0
Normal,0.0086,0.0578,0.093,-0.323,8400.0
Normal,0.0062,0.0485,0.0231,0.3229,8400.0
Normal,0.005,0.0467,-0.0183,0.1369,8400.0
Normal,0.0099,0.0554,-0.3406,-0.0104,4320.0
Normal,0.0089,0.0631,-0.5188,-0.0178,4320.0
Normal,0.0163,0.0748,-0.3996,-0.2133,4320.0
Normal,0.0092,0.0788,-0.1643,-0.7,4320.0
Normal,0.0012,0.0758,0.1137,-0.5776,4080.0
Normal,0.0119,0.076,0.2713,-0.4684,960.0
Normal,0.0089,0.0657,0.407,-0.2839,480.0
Normal,0.0169,0.0628,0.1449,0.087,480.0
Normal,0.0197,0.0621,0.1342,0.1803,480.0
Normal,0.0075,0.0596,-0.5981,-0.2037,4080.0
Normal,0.0099,0.0636,-0.5444,-0.3867,4320.0
Normal,0.0,0.0649,-0.3047,-0.6797,4320.0
Normal,0.0144,0.0715,-0.4012,-0.5478,4320.0
Normal,0.0163,0.0642,-0.1874,-0.4605,8400.0
Normal,0.0052,0.0596,0.0792,-0.2737,240.0
Normal,0.0195,0.0607,0.0453,-0.4835,240.0
Normal,0.0029,0.0541,-0.1877,-0.1739,480.0
Normal,0.0079,0.0636,-0.1028,-0.4269,480.0
Normal,0.022,0.0683,-0.3954,-0.3389,480.0
Normal,0.005,0.0702,-0.2541,-0.5586,4320.0
Normal,0.0147,0.0734,-0.3036,-0.6168,4320.0
Normal,0.0073,0.0709,-0.4264,-0.4238,2640.0
Normal,0.0002,0.0673,-0.4467,-0.268,4080.0
Normal,0.0201,0.0655,-0.6842,0.2877,480.0
Normal,0.0103,0.0625,-0.7932,0.1776,480.0
Normal,0.0151,0.0625,-0.5269,-0.1245,4080.0
Normal,0.0153,0.0654,-0.3861,-0.5108,4320.0
Normal,0.004,0.0638,-0.2272,-0.6104,4080.0
Normal,0.0108,0.0613,-0.2338,-0.6002,4080.0
Normal,0.012,0.0556,-0.3736,-0.4066,4080.0
Normal,0.0081,0.05,-0.4683,-0.2954,8400.0
Normal,0.0175,0.0489,-0.46,-0.2522,8400.0
Normal,0.0102,0.0509,-0.3772,-0.5735,8400.0
Normal,0.0028,0.0553,-0.4766,-0.2107,240.0
Normal,0.0175,0.0686,-0.1551,-0.115,240.0
Normal,0.0034,0.0684,0.201,-0.1865,4080.0
Normal,0.0139,0.0713,0.1082,-0.2667,480.0
Normal,0.0246,0.0717,0.1009,-0.4115,8400.0
Normal,0.0061,0.0605,0.133,0.0025,240.0
Normal,0.0175,0.0619,-0.0641,-0.0608,960.0
Normal,0.0051,0.0568,-0.0617,0.0067,480.0
Normal,-0.0029,0.058,-0.0853,-0.2556,4320.0
Normal,0.0211,0.0793,0.255,-0.3279,4320.0
Normal,0.0098,0.0796,0.3596,-0.2014,4320.0
Normal,0.0172,0.0788,0.2001,-0.1387,4320.0
Normal,0.0178,0.0732,0.401,0.337,4320.0
Normal,-0.0034,0.0474,-0.5883,0.0171,8400.0
Normal,0.0124,0.0477,-0.0438,-0.2442,8400.0
Normal,0.014,0.049,-0.2292,0.069,8400.0
Normal,0.0067,0.0585,-0.5819,0.2219,240.0
Normal,0.0229,0.0702,-0.4752,0.0115,240.0
Normal,-0.0005,0.0738,-0.1767,-0.4074,480.0
Normal,0.0072,0.0758,-0.2946,-0.4682,480.0
Normal,0.0187,0.0701,-0.3712,0.0797,480.0
Normal,0.0017,0.0596,-0.5772,0.5392,240.0
Normal,0.0299,0.0608,-0.1867,0.6423,240.0
Normal,0.0098,0.0621,-0.2697,0.9005,480.0
Normal,0.0069,0.0708,-0.337,0.2066,480.0
Normal,0.0163,0.0761,-0.4355,-0.1009,480.0
Normal,-0.0011,0.0721,-0.2841,-0.3674,4320.0
Normal,0.0167,0.0716,-0.5843,-0.3249,4320.0
Normal,0.0185,0.0612,-0.5519,-0.1724,4320.0
Normal,0.0097,0.0528,-0.5391,-0.2295,8400.0
Normal,0.0167,0.0479,-0.3758,-0.1689,8400.0
Normal,0.0081,0.0434,-0.4607,0.0642,8400.0
Normal,-0.0006,0.0499,-0.4414,-0.179,4320.0
Normal,0.0183,0.0662,0.1766,0.3548,240.0
Normal,0.0071,0.0695,0.1898,0.1415,240.0
Normal,0.0167,0.074,0.0294,-0.2234,480.0
Normal,0.0225,0.071,0.0645,-0.0002,480.0
Normal,-0.0018,0.0608,-0.2221,-0.0653,240.0
Normal,0.0182,0.0659,-0.0814,0.0833,240.0
Normal,0.0063,0.0627,0.1234,0.1429,480.0
Normal,0.0093,0.0679,-0.0029,-0.3372,480.0
Normal,0.0278,0.0716,-0.1251,-0.6954,4320.0
Normal,0.0065,0.0664,-0.0051,-0.7346,4320.0
Normal,0.0106,0.0639,-0.0989,-0.5644,4320.0
Normal,0.0172,0.063,-0.0582,-0.2174,4320.0
Normal,0.0032,0.0562,-0.0586,-0.0358,8400.0
Normal,0.0219,0.0572,-0.1627,-0.3433,480.0
Normal,0.0134,0.0589,-0.0807,-0.625,480.0
Normal,0.0019,0.0584,-0.209,-0.7196,240.0
Normal,0.0188,0.0749,0.1074,-0.2962,4320.0
Normal,0.0024,0.0786,0.2863,-0.1241,4320.0
Normal,0.0199,0.0813,-0.1251,-0.1882,4320.0
Normal,0.0229,0.0794,-0.0823,-0.0752,480.0
Normal,0.0035,0.0643,-0.2137,0.0877,480.0
Normal,0.0168,0.0612,-0.0928,-0.488,240.0
Normal,0.0068,0.0567,0.0782,-0.5057,8400.0
Normal,0.0075,0.0569,0.0975,-0.5112,4320.0
Normal,0.0224,0.064,-0.1257,-0.8168,4320.0
Normal,0.0098,0.0675,-0.4149,-0.3774,4320.0
Normal,0.0163,0.0719,-0.6026,-0.1985,4320.0
Normal,0.014,0.0699,-0.5908,-0.1171,4320.0
Normal,0.0041,0.0615,-0.5403,0.3067,4320.0
Normal,0.016,0.0565,-0.1283,0.141,720.0
Normal,0.0112,0.0479,0.153,-0.0492,8400.0
Normal,0.0074,0.0513,-0.1839,0.4148,8400.0
Normal,0.0189,0.0608,-0.2009,0.1489,720.0
Normal,0.006,0.0636,-0.2336,-0.0457,480.0
Normal,0.0087,0.0664,-0.2581,-0.2926,480.0
Normal,0.0188,0.0703,-0.1728,-0.3225,480.0
Normal,0.0069,0.062,-0.0047,0.0516,480.0
Normal,0.0223,0.0599,0.1285,-0.2105,480.0
Normal,0.0163,0.0606,0.1061,-0.2058,8400.0
Normal,0.005,0.0587,-0.1979,-0.5705,240.0
Normal,0.0139,0.0656,-0.265,-0.6934,480.0
Normal,0.0045,0.0682,-0.2517,-0.8304,4320.0
Normal,0.016,0.0718,-0.4338,-0.7899,4320.0
Normal,0.0245,0.0692,-0.5464,-0.3794,4320.0
Normal,0.0099,0.0655,-0.3065,-0.7381,4320.0
Normal,0.0151,0.0612,-0.1363,-0.7734,4080.0
Normal,0.0023,0.0553,0.0361,-0.6093,8400.0
Normal,0.0033,0.0568,0.1827,-0.5351,480.0
Normal,0.0221,0.0607,0.0923,-0.7415,240.0
Normal,0.0146,0.0648,-0.3063,-0.0203,240.0
Normal,0.019,0.0764,-0.7769,0.539,4320.0
Normal,0.0117,0.0772,-0.66,0.0795,480.0
Normal,0.0003,0.0728,-0.5421,0.0476,480.0
Normal,0.0108,0.0712,-0.5474,0.3605,480.0
Normal,0.0108,0.0605,-0.0209,-0.4625,240.0
Normal,0.0153,0.0557,0.0986,-0.4356,8400.0
Normal,0.0241,0.062,-0.1013,-0.7055,4320.0
Normal,0.0085,0.0603,-0.2728,-0.467,4320.0
Normal,0.0106,0.0623,-0.4542,-0.4646,4320.0
Normal,0.0144,0.0662,-0.4389,-0.6177,4320.0
Normal,0.0065,0.0586,-0.4343,-0.3365,4320.0
Normal,0.0205,0.056,-0.3458,-0.4676,4320.0
Normal,0.0164,0.0542,-0.3867,-0.0656,4080.0
Normal,0.0062,0.0517,-0.503,-0.0446,8400.0
Normal,0.0122,0.0548,-0.568,-0.1055,8400.0
Normal,0.004,0.0574,-0.5693,-0.3511,4080.0
Normal,0.0066,0.0606,-0.344,-0.3648,4320.0
Normal,0.027,0.0728,-0.1258,-0.1997,4320.0
Normal,0.0173,0.0743,-0.026,-0.2727,480.0
Normal,0.0183,0.0718,0.2023,-0.1843,480.0
Normal,0.0159,0.0659,0.3987,0.2749,480.0
Normal,-0.005,0.0495,0.0655,0.8346,8400.0
Normal,0.0146,0.059,0.4796,-0.3391,240.0
Normal,0.0108,0.0622,0.1872,-0.5168,480.0
Normal,0.0192,0.0719,-0.0107,-0.9681,4320.0
Normal,0.0232,0.078,-0.4266,-0.6068,4320.0
Normal,0.0047,0.0695,-0.2522,-0.5678,4320.0
Normal,0.0171,0.0719,-0.4205,-0.4354,4080.0
Normal,0.0066,0.0661,-0.2145,-0.3844,720.0
Normal,0.0135,0.0603,-0.0062,-0.579,480.0
Normal,0.0182,0.0585,0.0094,-0.6238,480.0
Normal,0.0032,0.0587,-0.4652,0.9824,8400.0
Normal,0.0099,0.0631,-0.6668,0.723,4080.0
Normal,0.016,0.0797,-0.0552,-0.0011,4080.0
Normal,0.0051,0.0816,0.163,-0.269,4080.0
Normal,0.0277,0.0859,0.0148,-0.8329,480.0
Normal,0.0158,0.082,0.3073,-0.6007,480.0
Normal,0.0004,0.0644,0.3576,-0.0219,480.0
Normal,0.0234,0.0698,0.0865,-0.3132,240.0
Normal,-0.0052,0.064,0.0234,0.1251,240.0
Normal,0.019,0.0777,0.1212,-0.1294,480.0
Normal,0.0166,0.0818,0.0158,-0.4078,480.0
Normal,0.0064,0.0739,0.1784,0.1344,480.0
Normal,0.0202,0.0672,0.2856,0.6399,4080.0
Normal,0.0061,0.0524,-0.5184,0.1502,8400.0
Normal,0.0111,0.0461,-0.3459,0.3013,8400.0
Normal,0.0129,0.0469,-0.469,0.2836,8400.0
Normal,0.011,0.0541,-0.6873,0.5455,4320.0
Normal,0.008,0.0588,-0.9451,0.8997,4320.0
Normal,0.0185,0.0726,-0.4207,0.4151,4320.0
Normal,0.0064,0.0751,-0.1133,-0.1606,4320.0
Normal,0.0149,0.0736,-0.1892,-0.0284,4320.0
Normal,0.0143,0.0671,0.2013,-0.1149,720.0
Normal,0.0068,0.0518,-0.2183,-0.2077,8400.0
Normal,0.0214,0.0509,-0.2365,-0.6428,8400.0
Normal,0.0022,0.0553,-0.8509,0.9516,720.0
Normal,0.0134,0.0668,-0.5967,0.544,4320.0
Normal,0.0136,0.0694,-0.6193,0.202,4320.0
Normal,0.0076,0.0684,-0.4402,0.0649,4080.0
Normal,0.0278,0.0642,-0.461,0.1155,4320.0
Normal,0.0078,0.0553,-0.4264,-0.3811,8400.0
Normal,0.0022,0.0514,-0.2426,-0.1014,240.0
Normal,0.0132,0.0618,0.1712,0.073,240.0
Normal,-0.0012,0.0636,0.337,0.0656,240.0
Normal,0.021,0.0666,0.0719,-0.4025,480.0
Normal,0.0318,0.0705,-0.2795,-0.3162,480.0
Normal,0.0044,0.0654,-0.0887,-0.8961,240.0
Normal,0.0198,0.0675,-0.2679,-0.785,240.0
Normal,-0.0033,0.0677,-0.1758,-0.4344,480.0
Normal,-0.003,0.0716,-0.2573,-0.4694,480.0
Normal,0.0208,0.0752,-0.6812,0.1244,480.0
Normal,0.01,0.0701,-0.5074,0.0684,480.0
Normal,0.0254,0.0706,-0.5257,0.0396,4080.0
Normal,0.0163,0.0681,-0.1135,-0.548,4320.0
Normal,0.0046,0.061,0.0156,-0.317,4320.0
Normal,0.0093,0.0601,-0.1308,-0.1516,4320.0
Normal,0.0046,0.0525,-0.2681,-0.0141,8400.0
Normal,0.0078,0.0446,-0.4009,0.042,8400.0
Normal,0.022,0.0511,0.0062,0.179,8400.0
Normal,0.0072,0.0596,-0.5537,0.8456,240.0
Normal,0.0061,0.064,-0.5276,0.3695,240.0
Normal,0.0161,0.0743,-0.4326,-0.2507,240.0
Normal,-0.0026,0.0705,-0.1245,-0.4362,240.0
Normal,0.0246,0.0751,-0.0849,-0.5712,480.0
Normal,0.0192,0.0746,0.0871,-0.7573,480.0
Normal,0.0083,0.0671,0.2571,-0.3278,480.0
Normal,0.0185,0.065,0.0951,-0.1061,480.0
Normal,-0.0088,0.0586,-0.4628,0.111,4320.0
Normal,0.0137,0.0705,-0.0418,0.5765,480.0
Normal,0.0151,0.0793,-0.093,0.0003,480.0
Normal,0.0126,0.0804,-0.0173,-0.1713,4320.0
Normal,0.0224,0.076,0.111,-0.2098,4320.0
Normal,0.007,0.0598,0.104,0.3202,4320.0
Normal,-0.0002,0.0503,-0.1317,0.1528,8400.0
Normal,0.013,0.0581,-0.0122,0.0815,480.0
Normal,0.0083,0.0616,-0.1305,-0.1787,240.0
Normal,0.0088,0.0681,-0.1957,-0.6112,240.0
Normal,0.0213,0.0753,-0.2037,-0.7456,240.0
Normal,-0.0009,0.0747,-0.08,-0.4295,4320.0
Normal,0.015,0.0768,-0.3341,-0.3267,4320.0
Normal,0.0117,0.0763,-0.2434,-0.4189,4320.0
Normal,0.0019,0.0725,-0.1287,-0.3627,480.0
Normal,0.0193,0.0732,-0.0985,-0.8811,480.0
Normal,0.0016,0.0693,0.2241,-0.7639,480.0
Normal,0.0091,0.0749,0.1205,-0.8219,720.0
Normal,0.0173,0.0776,-0.0612,-0.8317,4320.0
Normal,0.0016,0.0773,-0.0117,-0.5397,4320.0
Normal,0.016,0.0795,-0.2809,-0.4092,4320.0
Normal,0.0117,0.0692,-0.2199,0.2222,4320.0
Normal,0.0019,0.0593,-0.2852,0.8145,8400.0
Normal,0.0194,0.0578,0.1318,-0.0069,240.0
Normal,0.0047,0.0566,0.0275,-0.1759,480.0
Normal,0.0055,0.0587,-0.1144,-0.3616,480.0
Normal,0.0198,0.0648,-0.3118,-0.6128,4320.0
Normal,0.002,0.0643,-0.2447,-0.7803,4320.0
Normal,0.0186,0.0645,-0.5145,-0.2894,4320.0
Normal,0.016,0.0618,-0.4096,-0.2096,480.0
Normal,-0.0009,0.0562,-0.2473,-0.1301,8400.0
Normal,0.0189,0.0585,0.042,-0.4376,240.0
Normal,0.0067,0.0537,0.2839,-0.2127,480.0
Normal,0.0068,0.0586,0.0569,-0.4449,480.0
Normal,0.0169,0.0687,-0.4097,0.0042,720.0
Normal,0.0047,0.064,-0.3825,0.0691,4320.0
Normal,0.009,0.0643,-0.5804,0.2551,4320.0
Normal,0.0174,0.0644,-0.6342,0.5962,4320.0
Normal,0.007,0.0528,-0.1507,-0.3166,8400.0
Normal,0.0158,0.0524,-0.2104,-0.4978,480.0
Normal,0.0055,0.0552,-0.1232,-0.4913,480.0
Normal,0.0033,0.0584,0.1313,-0.1612,480.0
Normal,0.0141,0.0692,0.0503,-0.3515,480.0
Normal,0.0058,0.0726,0.172,-0.6155,480.0
Normal,0.0229,0.0732,-0.1961,-0.5667,4320.0
Normal,0.0157,0.0739,-0.3263,-0.5202,4320.0
Normal,-0.0016,0.0761,-0.4819,-0.8398,240.0
Normal,0.0129,0.0814,-0.4673,-0.5173,480.0
Normal,0.0029,0.078,-0.2321,-0.4711,480.0
Normal,0.0089,0.0755,-0.2849,-0.3977,480.0
Normal,0.0294,0.0674,-0.0546,-0.6592,4320.0
Normal,0.0044,0.0611,-0.2893,-0.5824,4320.0
Normal,0.0172,0.0715,-0.2844,-0.6897,4320.0
Normal,0.0041,0.0721,-0.0767,-0.6983,480.0
Normal,-0.0038,0.0676,0.1193,-0.2303,480.0
Normal,0.0177,0.0679,-0.0363,-0.388,240.0
Normal,0.0076,0.0603,-0.0814,-0.247,240.0
Normal,0.0149,0.0575,-0.0608,-0.4982,480.0
Normal,0.0182,0.0613,-0.1962,-0.4163,480.0
Normal,-0.0001,0.0578,-0.2283,-0.4353,4080.0
Normal,0.0061,0.0613,-0.1388,-0.3787,4080.0
Normal,0.0088,0.0661,-0.1921,-0.2147,4320.0
Normal,0.0053,0.0629,-0.1323,-0.1724,4320.0
Normal,0.0267,0.0704,-0.262,-0.3808,8400.0
Normal,0.0082,0.0707,-0.1886,-0.2743,480.0
Normal,0.0078,0.0677,-0.1413,-0.3597,480.0
Normal,0.0102,0.0695,-0.3193,-0.4043,480.0
Normal,0.0018,0.069,-0.0515,-0.231,4320.0
Normal,0.019,0.0685,-0.201,-0.5095,4320.0
Normal,0.0152,0.0687,-0.1534,-0.5819,4320.0
Normal,0.0106,0.0678,0.0927,-0.6227,4080.0
Normal,0.0069,0.0573,-0.0891,-0.4772,8400.0
Normal,-0.0005,0.0555,0.1173,-0.4024,960.0
Normal,0.0068,0.0561,0.3752,-0.1195,480.0
Normal,0.0228,0.0654,0.0791,-0.6371,480.0
Normal,0.0118,0.0697,0.0018,-0.6761,480.0
Normal,0.0178,0.07,-0.2232,-0.4985,480.0
Normal,0.0114,0.0673,-0.2472,-0.576,480.0
Normal,-0.0097,0.0588,-0.0781,-0.5257,240.0
Normal,0.0147,0.0683,0.1798,-0.4886,240.0
Normal,0.0016,0.0675,0.4689,-0.31,480.0
Normal,0.0122,0.0678,0.2025,-0.4864,480.0
Normal,0.0201,0.0712,-0.2439,-0.1905,480.0
Normal,0.0051,0.0654,-0.5205,-0.4631,4320.0
Normal,0.0181,0.0681,-0.8285,0.0682,4320.0
Normal,0.0042,0.0698,-0.4419,-0.6518,4320.0
Normal,0.0072,0.0637,-0.4144,-0.3886,4320.0
Normal,0.01,0.0541,-0.5101,0.0404,8400.0
Normal,0.0078,0.0502,-0.3751,0.1162,240.0
Normal,0.0117,0.0472,-0.1771,0.0298,8400.0
Normal,0.0129,0.0601,-0.2532,0.2086,480.0
Normal,0.0038,0.067,-0.2895,-0.2476,4320.0
Normal,0.0114,0.0712,-0.3806,-0.3908,4320.0
Normal,0.0144,0.0744,-0.3704,-0.5818,4320.0
Normal,0.0107,0.0657,-0.2935,-0.482,4080.0
Normal,0.0205,0.0615,-0.1327,-0.8343,8400.0
Normal,0.0036,0.0557,0.0342,-0.5763,8400.0
Normal,0.0122,0.0565,-0.2543,-0.6411,8400.0
Normal,0.0085,0.0654,-0.673,0.3128,480.0
Normal,0.0073,0.0693,-0.4641,-0.0957,480.0
Normal,0.0196,0.0728,-0.7782,0.1349,4320.0
Normal,0.0032,0.0739,-0.4748,-0.445,4080.0
Normal,0.0109,0.065,-0.4248,-0.4735,4080.0
Normal,0.0152,0.0614,-0.6596,0.0274,8400.0
Normal,0.0112,0.0561,-0.5402,0.2108,240.0
Normal,0.0147,0.0502,-0.1853,-0.4059,8400.0
Normal,0.0142,0.0632,-0.026,0.011,480.0
Normal,-0.0028,0.069,-0.3108,0.8394,4320.0
Normal,0.0105,0.0791,-0.1911,0.2181,4320.0
Normal,0.0134,0.0819,-0.2991,0.0468,4080.0
Normal,0.0047,0.0793,-0.2605,-0.0882,4080.0
Normal,0.029,0.0839,-0.1343,-0.7178,240.0
Normal,0.0,0.0802,0.1418,-0.6814,480.0
Normal,0.0088,0.0801,0.0223,-0.6887,480.0
Normal,0.0183,0.0746,-0.0956,-0.3187,480.0
Normal,-0.001,0.0668,-0.3381,-0.6063,240.0
Normal,0.025,0.073,-0.2454,-0.2519,4320.0
Normal,0.009,0.0722,-0.058,-0.3214,4320.0
Normal,0.0072,0.0718,-0.0337,-0.2886,4320.0
Normal,0.0103,0.0663,0.1369,0.1094,4320.0
Normal,0.0032,0.0504,-0.5344,0.2469,8400.0
Normal,0.0105,0.0462,-0.28,-0.3785,8400.0
Normal,0.0186,0.0518,-0.0321,-0.4432,8400.0
Normal,0.0144,0.0564,-0.4805,0.1382,480.0
Normal,0.0134,0.0606,-0.3482,-0.237,4320.0
Normal,0.0105,0.0658,-0.3471,-0.5635,4320.0
Normal,-0.002,0.0628,-0.2005,-0.65,4320.0
Normal,0.0109,0.0628,-0.2591,-0.6958,8400.0
Normal,0.0086,0.0684,-0.1403,-0.575,960.0
Normal,0.0189,0.0666,-0.1534,-0.1388,480.0
Normal,0.0189,0.0708,-0.2746,-0.4093,480.0
Normal,0.0067,0.0706,-0.0604,-0.5528,480.0
Normal,0.0123,0.0686,-0.2093,-0.7874,4320.0
Normal,0.0044,0.0709,-0.0469,-0.9911,4320.0
Normal,0.0117,0.0679,-0.1413,-0.7996,4320.0
Normal,0.0228,0.0664,-0.2813,-0.5398,4320.0
Normal,0.0053,0.0628,-0.1876,-0.1088,960.0
Normal,0.0072,0.0569,-0.5082,0.1882,240.0
Normal,0.0143,0.0663,-0.1501,0.1137,240.0
Normal,0.0011,0.0667,0.1717,-0.1211,240.0
Normal,0.025,0.0737,0.0266,-0.7822,480.0
Normal,0.0189,0.08,-0.1667,-0.6217,480.0
Normal,0.0003,0.0703,0.0505,-0.3165,240.0
Normal,0.0191,0.073,-0.4019,-0.1152,240.0
Normal,-0.0062,0.0673,-0.2798,-0.3026,240.0
Normal,0.0098,0.0662,-0.2514,-0.489,480.0
Normal,0.0183,0.0712,-0.356,-0.6209,480.0
Normal,0.0077,0.0657,-0.1779,-0.5515,480.0
Normal,0.0243,0.0637,-0.3358,-0.3055,4320.0
Normal,0.007,0.0612,-0.253,-0.5169,4320.0
Normal,0.0056,0.0553,-0.4147,-0.381,4320.0
Normal,0.0079,0.0581,-0.3769,-0.4704,4320.0
Normal,-0.0012,0.0538,-0.2292,-0.5362,8400.0
Normal,0.0151,0.0553,0.1013,-0.5117,8400.0
Normal,0.0188,0.0548,0.1038,-0.4841,480.0
Normal,0.0064,0.0573,0.0596,-0.4968,240.0
Normal,0.0117,0.0633,-0.3066,-0.2634,240.0
Normal,0.0051,0.0621,-0.2399,-0.5733,480.0
Normal,-0.0026,0.0619,-0.0608,-0.6905,480.0
Normal,0.0175,0.0641,-0.2116,-0.2793,480.0
Normal,0.0116,0.0605,0.1377,-0.6901,480.0
Normal,0.0096,0.0579,0.0053,-0.3885,480.0
Normal,0.0189,0.0589,-0.2035,-0.0788,240.0
Normal,-0.0065,0.0577,-0.2578,-0.3902,240.0
Normal,0.0173,0.0734,0.0888,-0.1256,480.0
Normal,0.0119,0.0763,-0.0034,-0.1387,480.0
Normal,-0.0,0.076,0.2968,-0.1065,4320.0
Normal,0.0214,0.0738,-0.0255,0.0328,240.0
Normal,-0.0031,0.057,-0.3746,-0.0226,4320.0
Normal,0.0059,0.0529,-0.0607,-0.2447,480.0
Normal,0.0227,0.0587,-0.1243,-0.3688,8400.0
Normal,0.0031,0.0578,0.1868,-0.5415,240.0
Normal,0.0125,0.0608,-0.0179,-0.7757,240.0
Normal,0.0089,0.0688,0.0563,-0.415,480.0
Normal,-0.0052,0.0679,0.1608,-0.2578,480.0
Normal,0.0189,0.0713,-0.4093,-0.1808,480.0
Normal,0.0076,0.0745,-0.3329,-0.3214,240.0
Normal,0.01,0.0679,-0.4632,-0.1996,240.0
