Scenario,AccX_Mean,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0249,0.1908,0.4559,-0.0619,480.0
Anomalia,-0.0014,0.1452,-0.2252,-0.5317,480.0
Anomalia,0.0307,0.1308,-0.3465,-0.3543,480.0
Anomalia,0.006,0.1089,-0.5355,-0.2471,480.0
Anomalia,0.0135,0.1072,-0.6137,0.8341,720.0
Anomalia,0.0153,0.1178,-0.2341,0.6686,3120.0
Anomalia,0.0089,0.1082,0.1244,1.1974,3360.0
Anomalia,0.0252,0.1169,-0.1703,0.5032,3360.0
Anomalia,0.0231,0.1051,0.3375,-0.1551,3360.0
Anomalia,0.0146,0.0833,0.0049,-0.8511,3120.0
Anomalia,0.0187,0.0883,-0.3439,-0.3181,480.0
Anomalia,0.003,0.0855,-0.2109,-0.5608,3120.0
Anomalia,0.0312,0.2108,-1.917,18.3711,3120.0
Anomalia,0.0177,1.167,-0.2267,4.9829,3120.0
Anomalia,0.0362,1.6231,-0.2189,0.8721,2640.0
Anomalia,0.0599,1.7715,-0.3458,0.1142,2880.0
Anomalia,-0.0206,1.8196,-0.2137,-0.227,2880.0
Anomalia,0.0195,1.4191,-0.4643,0.9152,2880.0
Anomalia,-0.0123,0.8781,-1.2172,3.3632,2880.0
Anomalia,-0.0378,0.5557,-0.6577,0.6823,2880.0
Anomalia,0.044,0.3462,-0.2619,-0.602,2640.0
Anomalia,-0.0029,0.3473,-0.1141,-0.748,2640.0
Anomalia,0.0163,0.3103,-0.181,-0.2646,2640.0
Anomalia,0.0238,0.2391,-0.1742,0.0602,2640.0
Anomalia,-0.0058,0.2,-0.1217,0.559,720.0
Anomalia,0.0298,0.1527,-0.1971,-0.7351,480.0
Anomalia,0.0098,0.1412,0.0521,-0.9857,480.0
Anomalia,0.0166,0.1443,0.0056,-0.9994,480.0
Anomalia,0.0272,0.1542,-0.0746,-0.8774,480.0
Anomalia,-0.0143,0.1488,0.2846,-0.7241,480.0
Anomalia,0.0298,0.1532,-0.1283,-0.8893,480.0
Anomalia,-0.0053,0.209,0.4007,1.3766,480.0
Anomalia,0.0178,0.294,0.4519,0.6004,2880.0
Anomalia,0.0287,0.3218,0.0542,0.0449,2880.0
Anomalia,-0.0014,0.3291,0.3193,-0.1044,2880.0
Anomalia,0.0211,0.2899,0.1446,0.7229,2880.0
Anomalia,0.001,0.1841,-0.73,2.7963,480.0
Anomalia,0.0173,0.1296,0.5425,2.0747,2640.0
Anomalia,0.0253,0.0903,0.3834,-0.0759,3120.0
Anomalia,0.0277,0.1013,0.2825,-0.3493,2880.0
Anomalia,0.0067,0.3576,-0.3608,3.8949,2880.0
Anomalia,0.0058,0.5462,0.0302,0.9549,2640.0
Anomalia,0.0059,0.5807,0.0053,0.2754,3360.0
Anomalia,0.0019,0.5905,0.0168,0.078,3360.0
Anomalia,0.0249,0.4914,0.0324,1.5162,3360.0
Anomalia,0.0233,0.2694,-0.3676,1.6565,3360.0
Anomalia,0.0168,0.1948,-0.312,-0.1579,3360.0
Anomalia,0.0166,0.1536,-0.0527,0.5355,3360.0
Anomalia,0.0261,0.1339,-0.2393,1.5354,3360.0
Anomalia,-0.0308,0.7854,-0.5494,4.367,2880.0
Anomalia,0.02,1.2083,-0.0328,1.1802,2640.0
Anomalia,0.0136,1.2927,-0.0487,0.3529,3360.0
Anomalia,0.0135,1.3796,-0.0185,-0.3065,3360.0
Anomalia,0.0547,1.1678,0.0747,0.7342,3360.0
Anomalia,0.004,0.7436,-0.0274,-0.0408,3360.0
Anomalia,0.026,0.6204,0.1301,0.1478,3360.0
Anomalia,0.0058,0.4454,-0.1374,-0.6971,3360.0
Anomalia,0.0088,0.3965,-0.1488,-0.6577,3360.0
Anomalia,0.001,0.4364,-0.2854,-0.7024,2640.0
Anomalia,-0.0035,0.5405,0.0532,-0.6263,3120.0
Anomalia,0.0053,0.5317,0.0576,-0.5396,2880.0
Anomalia,0.013,0.5248,0.1085,-0.4186,2880.0
Anomalia,0.0323,0.4684,0.222,0.2701,2880.0
Anomalia,0.0204,0.2943,0.4571,0.0301,2880.0
Anomalia,0.0264,0.2191,0.8123,0.7755,2880.0
Anomalia,0.0049,0.1992,0.2651,-0.0328,2880.0
Anomalia,0.0171,0.1714,-0.3129,-0.0941,2880.0
Anomalia,0.0082,0.1503,-0.3274,-0.3114,480.0
Anomalia,0.0136,0.1572,-0.2376,-0.2654,2880.0
Anomalia,0.0323,0.144,-0.0077,-0.6216,2880.0
Anomalia,0.0041,0.128,0.2429,-0.146,2880.0
Anomalia,0.0233,0.1209,0.2434,-0.2085,3360.0
Anomalia,0.0096,0.1038,0.0324,-0.7198,3360.0
Anomalia,0.0155,0.0858,0.1316,-0.7956,3120.0
Anomalia,0.0222,0.0891,-0.039,-0.8128,3120.0
Anomalia,0.0217,0.0839,-0.2247,-0.6346,2880.0
Anomalia,-0.0385,0.7255,-1.2946,7.4105,3120.0
Anomalia,0.0714,1.0893,-0.0463,1.4707,3360.0
Anomalia,-0.0072,1.2975,-0.1719,0.0577,3360.0
Anomalia,0.0193,1.3659,-0.1394,-0.3847,3360.0
Anomalia,0.0797,1.179,-0.0227,0.1935,3360.0
Anomalia,-0.0553,0.8586,-0.5275,2.1189,3360.0
Anomalia,0.0554,0.5023,0.9181,3.436,3360.0
Anomalia,-0.0082,0.2767,-0.4517,2.0904,480.0
Anomalia,0.0042,0.198,0.196,-0.6694,480.0
Anomalia,0.0398,0.2031,-0.001,-0.7549,720.0
Anomalia,-0.0114,0.177,0.2879,-0.3876,2640.0
Anomalia,0.0354,0.1664,0.3368,-0.7172,2640.0
Anomalia,0.0177,0.1546,0.3446,-0.5181,3120.0
Anomalia,-0.0003,0.1253,0.4881,-0.2136,480.0
Anomalia,0.0285,0.1235,0.3559,-0.2249,480.0
Anomalia,0.0062,0.1157,0.1106,-0.4566,720.0
Anomalia,0.0139,0.1068,-0.034,-0.2401,3360.0
Anomalia,0.0301,0.1273,-0.0341,-0.2164,3360.0
Anomalia,-0.0106,0.1724,-1.1062,1.6709,480.0
Anomalia,0.0398,0.2742,0.3972,0.9463,480.0
Anomalia,-0.0088,0.3433,-0.0748,0.1042,2880.0
Anomalia,0.0081,0.3686,-0.046,-0.4047,2880.0
Anomalia,0.0416,0.3545,-0.1575,-0.1192,480.0
Anomalia,-0.0068,0.2817,-0.5697,0.9694,480.0
Anomalia,0.032,0.1936,0.7048,0.4678,480.0
Anomalia,0.0073,0.1195,0.0583,-0.8612,480.0
Anomalia,-0.0003,0.0922,0.1137,-0.7842,480.0
Anomalia,0.023,0.1568,1.3505,3.9678,2640.0
Anomalia,0.0233,0.2643,0.1823,1.6246,3360.0
Anomalia,0.0223,0.3021,0.1735,0.4495,3360.0
Anomalia,0.0245,0.3071,0.1373,0.2457,3360.0
Anomalia,0.0027,0.2806,0.1571,0.9966,3360.0
Anomalia,0.0091,0.1882,0.2738,2.3612,3360.0
Anomalia,0.0109,0.1192,-0.1377,-0.6707,3360.0
Anomalia,0.015,0.1122,-0.1313,-0.5322,3360.0
Anomalia,0.0196,0.1044,-0.1082,-0.1324,3360.0
Anomalia,-0.0039,0.5991,-1.6247,11.2337,3120.0
Anomalia,0.0886,1.4714,0.3475,2.091,2880.0
Anomalia,-0.0107,1.9522,0.0548,-0.0163,2880.0
Anomalia,0.0589,2.0386,-0.031,-0.442,2880.0
Anomalia,0.0269,1.9878,0.0455,-0.277,2880.0
Anomalia,-0.043,1.471,-0.3351,1.28,2880.0
Anomalia,0.041,0.7654,-0.0634,0.2378,2880.0
Anomalia,-0.0479,0.5204,-0.8026,0.8957,2880.0
Anomalia,0.0322,0.3835,-0.1798,-0.5338,2400.0
Anomalia,-0.0075,0.3864,-0.153,-0.5708,2640.0
Anomalia,0.0084,0.4268,-0.448,0.4877,2640.0
Anomalia,0.0372,0.4965,-0.384,0.1661,3120.0
Anomalia,-0.0056,0.4898,-0.1977,0.173,2880.0
Anomalia,0.0148,0.4758,-0.261,0.4905,2880.0
Anomalia,0.0107,0.3549,-0.0486,2.2411,2880.0
Anomalia,-0.004,0.2078,-0.3098,-0.3472,2880.0
Anomalia,0.0275,0.1674,-0.4154,0.2218,2880.0
Anomalia,0.0082,0.1547,-0.4844,0.3583,2880.0
Anomalia,0.0157,0.166,-0.8172,0.4407,2880.0
Anomalia,0.0289,0.2635,0.6191,2.2159,2880.0
Anomalia,-0.0097,0.3009,0.6668,0.9027,2880.0
Anomalia,0.025,0.3122,0.4033,0.3097,2880.0
Anomalia,0.0106,0.3041,0.6197,0.6642,2880.0
Anomalia,0.0062,0.1987,0.2067,1.3622,3360.0
Anomalia,0.0246,0.1332,0.969,1.8055,2880.0
Anomalia,0.0006,0.0837,-0.0604,-0.517,2880.0
Anomalia,0.018,0.0927,0.0034,-0.6146,2880.0
Anomalia,0.0264,0.2693,0.8444,10.9359,2640.0
Anomalia,0.0418,0.6017,-0.0299,2.5901,2880.0
Anomalia,0.0135,0.6847,-0.0098,0.7199,2880.0
Anomalia,0.0151,0.7183,-0.0161,0.1851,2880.0
Anomalia,-0.0044,0.6989,-0.013,0.2957,2880.0
Anomalia,-0.0029,0.4553,-0.2564,0.0889,3360.0
Anomalia,0.0145,0.3335,-0.3169,0.8175,3360.0
Anomalia,0.0112,0.2518,-0.6584,1.0958,3360.0
Anomalia,0.018,0.1794,-0.5236,0.765,3360.0
Anomalia,0.0056,0.2053,-0.6165,1.9444,2400.0
Anomalia,0.0163,0.3251,-0.0863,1.3634,3120.0
Anomalia,0.0134,0.3395,-0.0003,0.7739,3120.0
Anomalia,0.0096,0.3506,0.0145,0.3939,3360.0
Anomalia,0.0208,0.3392,0.0043,0.5064,3360.0
Anomalia,0.0143,0.2204,0.2029,-0.9586,3360.0
Anomalia,0.0162,0.1983,-0.0305,-0.8908,3360.0
Anomalia,0.0112,0.1697,0.1441,-0.7649,3360.0
Anomalia,0.0024,0.1425,-0.0052,-0.4888,3360.0
Anomalia,0.0089,0.1585,-0.097,0.5296,3120.0
Anomalia,0.017,0.242,0.1743,0.6133,3120.0
Anomalia,-0.004,0.274,0.1768,-0.2024,3120.0
Anomalia,0.034,0.2933,-0.0259,-0.6259,2880.0
Anomalia,-0.0008,0.2873,0.2077,-0.5107,480.0
Anomalia,0.0077,0.2285,-0.0659,-0.4965,480.0
Anomalia,0.0237,0.1878,0.0256,-0.0894,480.0
Anomalia,0.0008,0.1538,-0.564,-0.0452,480.0
Anomalia,0.0332,0.1228,-0.2919,-0.355,480.0
Anomalia,0.0047,0.097,-0.3336,0.2971,480.0
Anomalia,0.0174,0.0952,-0.1482,0.0501,720.0
Anomalia,0.0124,0.0907,-0.1828,0.4289,3120.0
Anomalia,0.0088,0.0998,0.0083,-0.0355,3360.0
Anomalia,0.026,0.1107,-0.2448,-0.4777,3360.0
Anomalia,0.0172,0.1082,-0.172,-0.6296,3360.0
Anomalia,0.0125,0.1073,-0.0941,-0.7164,3360.0
Anomalia,0.0156,0.1049,-0.0093,-0.7229,3360.0
Anomalia,0.002,0.0995,0.1893,-0.5364,2880.0
Anomalia,0.0403,0.2064,0.1535,11.448,480.0
Anomalia,0.0117,1.0072,-0.9737,5.538,2880.0
Anomalia,0.0587,1.8299,-0.2847,1.6366,2640.0
Anomalia,0.0521,1.9744,-0.3275,0.6996,2640.0
Anomalia,-0.0338,2.0399,-0.1878,0.2441,3360.0
Anomalia,0.0193,1.7953,-0.2121,1.6001,3360.0
Anomalia,-0.0325,0.9687,-0.8399,2.4648,3360.0
Anomalia,-0.0309,0.6487,-0.2462,1.3379,3360.0
Anomalia,0.0604,0.3875,-0.4467,-0.6991,3360.0
Anomalia,0.0067,0.3788,-0.3533,-0.7767,2640.0
Anomalia,0.0237,0.3321,-0.3971,-0.5964,2640.0
Anomalia,0.0319,0.3601,0.0768,-0.3058,2400.0
Anomalia,-0.0291,0.4136,0.0865,-0.4847,3120.0
Anomalia,0.025,0.4477,0.0327,-0.5956,3120.0
Anomalia,0.0013,0.4416,0.132,-0.4817,3360.0
Anomalia,0.0124,0.396,-0.0805,-0.1538,3360.0
Anomalia,0.0415,0.3139,0.2473,0.6742,3360.0
Anomalia,-0.0055,0.2099,0.1059,-0.615,3360.0
Anomalia,0.028,0.1894,0.0742,-0.6431,3360.0
Anomalia,-0.0119,0.1786,-0.1146,-0.3221,3360.0
Anomalia,0.0153,0.2249,0.2255,0.067,480.0
Anomalia,0.0209,0.2566,-0.2601,-0.0999,480.0
Anomalia,0.0109,0.2577,-0.1542,-0.1875,480.0
Anomalia,0.0253,0.2425,-0.1772,0.3059,480.0
Anomalia,0.0097,0.176,-1.166,2.3012,2640.0
Anomalia,0.0159,0.1183,-0.2885,-0.3469,2640.0
Anomalia,0.0159,0.0975,-0.7008,-0.0045,2640.0
Anomalia,0.0206,0.0852,-0.1506,-0.8287,480.0
Anomalia,-0.0001,0.3596,-0.1974,4.0705,3120.0
Anomalia,0.0129,0.7495,0.0712,1.8897,3360.0
Anomalia,0.0082,0.8126,0.0764,0.8434,3360.0
Anomalia,0.0122,0.8314,0.0534,0.5242,3360.0
Anomalia,0.0245,0.7634,0.0522,1.6172,2880.0
Anomalia,0.0198,0.3984,-0.0645,2.7641,2880.0
Anomalia,0.0134,0.2589,-0.2096,-0.3236,2880.0
Anomalia,0.02,0.1981,-0.2192,-0.1404,3360.0
Anomalia,0.0266,0.1712,-0.2588,-0.3397,3360.0
Anomalia,-0.0163,0.6799,-0.5628,4.0303,3120.0
Anomalia,0.0451,1.2425,0.1818,1.6034,3360.0
Anomalia,0.0064,1.3449,0.1096,0.6777,3360.0
Anomalia,0.0188,1.4276,0.0935,-0.0141,3360.0
Anomalia,0.0337,1.2988,0.1776,0.842,3360.0
Anomalia,-0.0091,0.8215,-0.2839,0.3268,3360.0
Anomalia,0.0218,0.6669,0.1699,-0.3997,3360.0
Anomalia,-0.0002,0.5024,-0.0276,-0.6654,3360.0
Anomalia,0.016,0.4431,0.0678,-0.5535,3360.0
Anomalia,-0.0059,0.4534,-0.0682,-0.6774,3360.0
Anomalia,0.0029,0.5463,0.119,-0.6706,2880.0
Anomalia,0.0135,0.5445,0.0627,-0.6664,2880.0
Anomalia,0.0116,0.5197,0.1571,-0.371,2880.0
Anomalia,0.0336,0.4443,0.2484,0.5165,2880.0
Anomalia,0.0191,0.2721,0.2231,0.1366,2880.0
Anomalia,0.0123,0.1906,0.5777,0.109,480.0
Anomalia,0.0068,0.1792,0.5715,0.467,2880.0
Anomalia,0.01,0.1459,-0.28,-0.0784,3360.0
Anomalia,0.0108,0.1247,-0.269,-0.2421,480.0
Anomalia,0.019,0.1316,-0.2239,-0.1901,480.0
Anomalia,0.0286,0.1242,-0.03,-0.6036,3120.0
Anomalia,0.0077,0.1139,0.1239,-0.3435,3360.0
Anomalia,0.0162,0.1074,0.1048,-0.0668,3360.0
Anomalia,0.01,0.1012,-0.2572,-0.5944,3360.0
Anomalia,0.0096,0.0861,-0.1457,-0.001,3360.0
Anomalia,0.0199,0.0858,-0.2227,0.2142,3360.0
Anomalia,0.0168,0.0866,0.0503,-0.2634,480.0
Anomalia,0.0023,0.6101,-0.3467,6.6059,3120.0
Anomalia,0.0711,1.1246,-0.1312,1.8891,3360.0
Anomalia,-0.0182,1.3835,-0.3009,0.4234,3360.0
Anomalia,0.0275,1.4598,-0.2924,-0.1043,3360.0
Anomalia,0.0321,1.3481,-0.3474,0.5944,3360.0
Anomalia,-0.0528,0.9678,-0.7644,2.9494,3360.0
Anomalia,0.0552,0.5453,0.6302,2.375,3360.0
Anomalia,-0.012,0.299,-0.7217,2.6824,480.0
Anomalia,0.0001,0.2051,-0.2996,-0.4139,480.0
Anomalia,0.0379,0.2124,-0.2074,-0.3204,2640.0
Anomalia,0.0005,0.2001,-0.0129,-0.1351,2640.0
Anomalia,0.0326,0.1862,0.1394,-0.4097,2640.0
Anomalia,0.0207,0.1749,0.2312,-0.0529,3120.0
Anomalia,-0.0071,0.133,0.1897,-0.5657,480.0
Anomalia,0.0165,0.1204,0.073,-0.9723,480.0
Anomalia,-0.0013,0.109,0.0905,-0.8767,480.0
Anomalia,0.0109,0.1019,0.0105,-0.6356,480.0
Anomalia,0.0313,0.0998,-0.1831,-0.3002,720.0
Anomalia,-0.0093,0.1555,-1.7932,3.8946,2880.0
Anomalia,0.0394,0.2829,0.5429,2.0174,2880.0
Anomalia,-0.0172,0.3618,0.0068,0.5478,2880.0
Anomalia,0.0077,0.4077,0.0765,-0.3646,2880.0
Anomalia,0.0333,0.3994,0.0232,-0.2579,2880.0
Anomalia,-0.0024,0.3211,-0.31,0.8231,2640.0
Anomalia,0.0355,0.2331,0.8928,1.1618,480.0
Anomalia,0.0107,0.1432,0.3199,0.5227,480.0
Anomalia,0.0053,0.1058,0.5685,-0.1516,480.0
Anomalia,0.012,0.1552,-0.1572,2.0914,2640.0
Anomalia,0.0407,0.3939,0.601,3.6966,3360.0
Anomalia,0.0092,0.5157,0.2677,1.1988,3120.0
Anomalia,0.0232,0.5332,0.1789,0.6978,3360.0
Anomalia,0.0153,0.5283,0.238,0.8182,3360.0
Anomalia,-0.0054,0.393,-0.0594,2.7792,3360.0
Anomalia,0.0187,0.2104,0.2084,-0.5941,3360.0
Anomalia,0.0161,0.1661,0.1551,-0.2384,3360.0
Anomalia,0.0127,0.1397,0.2731,0.3078,3360.0
Anomalia,0.0249,0.5291,-0.5467,10.3251,2640.0
Anomalia,0.1225,1.4866,0.7359,2.9556,2640.0
Anomalia,0.0058,2.1569,0.1355,0.4829,2640.0
Anomalia,0.052,2.2763,0.0806,-0.1261,2880.0
Anomalia,-0.0081,2.2659,0.1544,-0.0812,2880.0
Anomalia,-0.0753,1.8043,-0.1417,1.4999,2880.0
Anomalia,0.0196,0.9433,0.1663,0.248,2880.0
Anomalia,-0.0338,0.6458,-0.3547,0.7316,2880.0
Anomalia,0.0475,0.4669,-0.1284,-0.7139,2400.0
Anomalia,-0.0087,0.4451,-0.2042,-0.5903,2640.0
Anomalia,0.0269,0.4255,-0.348,-0.6831,2640.0
Anomalia,0.0293,0.4168,-0.3411,-0.6011,3360.0
Anomalia,-0.008,0.4212,-0.175,-0.7575,3360.0
Anomalia,0.0216,0.3855,-0.1805,-0.3795,3360.0
Anomalia,0.0048,0.305,-0.2843,0.6149,3360.0
Anomalia,0.0081,0.2317,-0.0462,-0.1251,2880.0
Anomalia,0.0267,0.1713,-0.1647,0.1818,3360.0
Anomalia,0.009,0.1824,-0.1073,-0.1319,2880.0
Anomalia,0.0149,0.2004,-0.5279,-0.0014,2880.0
Anomalia,0.0216,0.2653,0.1204,0.7272,2880.0
Anomalia,-0.0047,0.3309,0.2466,-0.13,2880.0
Anomalia,0.0263,0.3281,0.0628,-0.0641,2880.0
Anomalia,0.0147,0.3128,0.2583,0.335,2880.0
Anomalia,0.0133,0.242,0.121,1.9462,2880.0
Anomalia,0.0208,0.1373,0.5069,0.1855,2880.0
Anomalia,0.0042,0.1071,0.0509,0.0363,2880.0
Anomalia,0.0141,0.0977,-0.1441,-0.5078,3120.0
Anomalia,0.0207,0.2718,-0.2285,9.4207,3360.0
Anomalia,0.0424,0.632,-0.0587,2.9315,3120.0
Anomalia,0.0138,0.7271,-0.1091,0.9001,3360.0
Anomalia,0.0261,0.7772,-0.1314,0.1678,3360.0
Anomalia,0.0069,0.7605,-0.0782,0.2865,3360.0
Anomalia,-0.0012,0.5082,-0.4282,0.387,3360.0
Anomalia,0.0144,0.3648,-0.1671,1.4826,3360.0
Anomalia,0.0084,0.2523,-0.5378,1.5206,3360.0
Anomalia,0.0212,0.1662,-0.0727,-0.3044,480.0
Anomalia,0.0102,0.144,-0.1605,0.1334,480.0
Anomalia,0.021,0.1623,-0.0877,0.0421,2880.0
Anomalia,0.0109,0.1464,-0.2084,0.3516,3120.0
Anomalia,0.0126,0.1351,-0.3033,1.1678,3360.0
Anomalia,0.0173,0.1443,-0.3122,0.3845,3360.0
Anomalia,0.0194,0.1192,-0.2576,-0.805,3360.0
Anomalia,0.0136,0.1151,-0.0872,-0.7289,3120.0
Anomalia,0.0112,0.1169,0.1278,-0.8009,480.0
Anomalia,0.0021,0.1064,0.4895,-0.4331,480.0
Anomalia,0.0117,0.1346,0.4477,1.3114,480.0
Anomalia,0.0235,0.2253,0.4062,1.4037,2880.0
Anomalia,-0.0039,0.277,0.2936,-0.0557,2880.0
Anomalia,0.0376,0.3001,0.0235,-0.6154,2880.0
Anomalia,-0.0052,0.3027,0.2522,-0.6096,2880.0
Anomalia,0.0096,0.2494,-0.1006,-0.4192,480.0
Anomalia,0.0194,0.1943,-0.0002,0.1366,480.0
Anomalia,0.0084,0.1653,-0.597,0.3235,480.0
Anomalia,0.0317,0.13,0.0,-0.0139,480.0
Anomalia,0.0073,0.111,0.0337,0.6413,480.0
Anomalia,0.0223,0.1368,-0.1383,1.2376,3120.0
Anomalia,0.0109,0.1468,-0.0292,0.5229,3120.0
Anomalia,0.0117,0.153,-0.044,0.0636,2880.0
Anomalia,0.0207,0.1572,-0.1474,-0.109,3360.0
Anomalia,0.0176,0.1279,0.0218,-0.2746,3360.0
Anomalia,0.0109,0.1001,-0.1599,-0.5266,3360.0
Anomalia,0.0192,0.0887,0.0669,-0.5591,3360.0
Anomalia,0.0039,0.0809,0.2151,-0.4513,3120.0
Anomalia,0.0325,0.2455,-1.9151,19.5048,2640.0
Anomalia,0.032,0.9885,-0.7574,4.3683,2640.0
Anomalia,0.0447,2.0863,-0.0984,1.7531,2640.0
Anomalia,0.0767,2.2507,-0.1589,0.7384,2640.0
Anomalia,-0.0264,2.3165,-0.0359,0.3465,2880.0
Anomalia,0.0101,2.1218,-0.0387,1.421,2880.0
Anomalia,-0.026,1.0885,-0.3764,1.7276,2880.0
Anomalia,-0.0522,0.7184,-0.4575,1.5396,3360.0
Anomalia,0.0583,0.4309,-0.3241,-0.5746,3360.0
Anomalia,-0.0028,0.4094,-0.3573,-0.721,2640.0
Anomalia,0.0235,0.3559,-0.4131,-0.5402,2640.0
Anomalia,0.0294,0.3155,-0.2488,-0.4494,2640.0
Anomalia,-0.0079,0.2965,-0.0817,-0.4218,2400.0
Anomalia,0.0244,0.2644,0.1529,-0.5796,2640.0
Anomalia,0.0091,0.231,0.509,0.1872,3360.0
Anomalia,0.0108,0.2143,0.2428,-0.2884,2880.0
Anomalia,0.0234,0.1961,0.2007,0.097,2880.0
Anomalia,-0.0007,0.1594,0.2064,-0.4238,3360.0
Anomalia,0.032,0.1684,-0.2483,-0.5894,3360.0
Anomalia,0.006,0.1841,0.1376,0.4553,3360.0
Anomalia,0.017,0.2244,0.4234,0.1764,2880.0
Anomalia,0.018,0.2412,0.212,-0.2275,2880.0
Anomalia,0.003,0.2411,0.4237,-0.1157,480.0
Anomalia,0.0188,0.2081,0.3989,0.4993,480.0
Anomalia,0.0145,0.1447,-0.4342,1.6762,480.0
Anomalia,0.0208,0.095,0.93,2.4648,2640.0
Anomalia,0.0182,0.061,-0.2101,-0.3505,3120.0
Anomalia,0.0246,0.071,0.4838,2.1714,2880.0
Anomalia,-0.0074,0.391,-0.2822,4.3762,2880.0
Anomalia,0.0058,0.6121,-0.1035,0.9708,3360.0
Anomalia,0.0217,0.715,-0.1357,-0.2746,3360.0
Anomalia,-0.0012,0.7346,-0.0557,-0.5419,3360.0
Anomalia,0.0428,0.6385,-0.2055,0.3386,3360.0
Anomalia,0.0165,0.4367,-0.1701,1.4728,3360.0
Anomalia,0.0011,0.2456,-0.3881,-0.0534,3360.0
Anomalia,0.0252,0.1743,-0.0584,-0.0643,3360.0
Anomalia,0.0164,0.1401,0.0187,0.2038,3360.0
Anomalia,0.0122,0.6613,-0.467,3.6937,2880.0
Anomalia,0.019,1.097,0.0059,0.826,3360.0
Anomalia,0.0138,1.1531,0.0124,0.2066,3360.0
Anomalia,-0.0,1.213,0.0533,-0.314,3360.0
Anomalia,0.0206,1.0527,0.126,0.7097,3360.0
Anomalia,0.0151,0.6172,0.0397,-0.8141,3360.0
Anomalia,0.0192,0.5317,0.1064,-0.5536,3360.0
Anomalia,0.0267,0.437,0.0504,-0.9928,3360.0
Anomalia,0.0058,0.3915,0.1682,-0.7555,3360.0
Anomalia,0.0125,0.4376,0.2443,-0.2004,3360.0
Anomalia,0.0033,0.4961,0.3053,-0.3601,3360.0
Anomalia,0.0083,0.4678,0.3333,0.0374,3360.0
Anomalia,0.0163,0.4601,0.3786,0.1681,3360.0
Anomalia,0.021,0.3807,0.3868,0.6511,3360.0
Anomalia,0.0121,0.2717,0.5264,-0.3555,3360.0
Anomalia,0.01,0.22,0.2374,-0.1909,3360.0
Anomalia,0.0081,0.1922,0.1967,-0.1424,3360.0
Anomalia,0.0094,0.1499,-0.6968,0.0559,2880.0
Anomalia,0.0215,0.1198,-0.4289,-0.0664,2880.0
Anomalia,0.0124,0.1142,-0.2043,0.2008,2880.0
Anomalia,0.0273,0.1141,0.0014,-0.3562,3360.0
Anomalia,0.0079,0.117,0.2518,-0.5023,3360.0
Anomalia,0.0139,0.1081,-0.0132,-0.6554,3360.0
Anomalia,0.0156,0.1057,-0.1108,-0.8183,3360.0
Anomalia,0.0145,0.0889,0.0078,-0.5149,3360.0
Anomalia,0.0215,0.0825,0.0531,-0.6434,3360.0
Anomalia,0.0174,0.072,0.191,-0.584,3360.0
Anomalia,0.0002,0.63,-0.4017,6.5752,3120.0
Anomalia,0.0784,1.0632,-0.1395,1.899,2640.0
Anomalia,0.0022,1.3271,-0.3367,0.2265,2880.0
