Scenario,AccX_Mean,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0176,0.1065,-0.0241,-0.9181,2880.0
Anomalia,0.0221,0.1022,-0.0821,-0.7322,2880.0
Anomalia,0.0215,0.1005,0.0115,-0.9395,2880.0
Anomalia,0.0183,0.1107,0.0429,-0.777,3120.0
Anomalia,0.0233,0.1335,0.3428,-0.1985,2880.0
Anomalia,0.0142,0.1433,0.3645,-0.5924,2880.0
Anomalia,0.0206,0.1521,0.3435,-0.7769,2880.0
Anomalia,0.029,0.1517,0.2625,-0.8569,3120.0
Anomalia,0.0174,0.1317,0.1279,-1.0017,2640.0
Anomalia,0.0185,0.122,0.1801,-0.7869,3120.0
Anomalia,0.0183,0.1122,-0.0559,-1.0063,2640.0
Anomalia,0.0112,0.1049,-0.1934,-1.0709,3120.0
Anomalia,0.0281,0.103,-0.3003,-0.879,2640.0
Anomalia,0.0342,0.1334,-0.3258,-0.3452,2640.0
Anomalia,0.0214,0.1293,-0.1805,-0.2793,2640.0
Anomalia,0.0291,0.1242,-0.2542,0.1771,2640.0
Anomalia,0.0068,0.1269,0.0306,-0.1724,3360.0
Anomalia,0.0088,0.1011,-0.0044,-0.4956,3360.0
Anomalia,0.0244,0.1334,0.2903,-0.5621,3360.0
Anomalia,0.0201,0.1393,0.4268,-0.6579,3360.0
Anomalia,0.0307,0.1462,0.2954,-0.6604,3360.0
Anomalia,0.0271,0.1454,0.3113,-0.6374,3360.0
Anomalia,0.0195,0.1191,0.2086,-0.1825,3360.0
Anomalia,0.0205,0.1085,0.0111,0.2288,3360.0
Anomalia,0.0194,0.1109,0.282,-0.0819,2400.0
Anomalia,0.0244,0.1281,0.2572,0.0133,2640.0
Anomalia,0.0249,0.1698,0.2505,-0.2287,2640.0
Anomalia,0.0173,0.1751,0.2591,-0.4032,2880.0
Anomalia,0.0191,0.1659,0.2166,-0.0843,2880.0
Anomalia,0.0197,0.1509,0.2125,0.5318,3360.0
Anomalia,0.0125,0.1089,-0.1669,-0.283,3360.0
Anomalia,0.0231,0.1041,-0.0573,-0.7252,3360.0
Anomalia,0.016,0.1248,0.0322,0.2424,3360.0
Anomalia,0.0213,0.1496,0.3254,0.1601,2880.0
Anomalia,0.0187,0.1603,0.2255,-0.1577,2880.0
Anomalia,0.0128,0.1674,0.3157,-0.4468,2880.0
Anomalia,0.0237,0.1717,0.2096,-0.7598,2880.0
Anomalia,0.0172,0.1665,0.0749,-1.0018,2880.0
Anomalia,0.0248,0.1841,0.0497,-0.9988,2880.0
Anomalia,0.0311,0.1791,-0.0472,-0.8184,2880.0
Anomalia,0.0216,0.1553,0.02,-0.1075,3120.0
Anomalia,0.0192,0.1542,0.1238,-0.1356,3360.0
Anomalia,0.0238,0.139,0.1649,-0.3915,2880.0
Anomalia,0.0172,0.1527,0.1286,-0.8083,2880.0
Anomalia,0.0228,0.1772,0.0641,-1.1813,2880.0
Anomalia,0.0214,0.1987,-0.0493,-0.9436,2640.0
Anomalia,0.0141,0.2028,-0.0491,-0.8758,2880.0
Anomalia,0.0262,0.1984,-0.1585,-0.7061,2880.0
Anomalia,0.0216,0.1871,-0.1773,-0.4781,2640.0
Anomalia,0.0211,0.1454,-0.2028,-0.0467,2640.0
Anomalia,0.0236,0.1073,0.0072,-0.3082,2640.0
Anomalia,0.0083,0.0984,-0.078,-0.0927,3120.0
Anomalia,0.0177,0.1253,0.1471,0.4096,2880.0
Anomalia,0.0213,0.1352,0.0862,-0.1175,3120.0
Anomalia,0.0272,0.143,0.031,-0.4365,2880.0
Anomalia,0.027,0.1449,0.0027,-0.5003,3360.0
Anomalia,0.018,0.1335,-0.0545,-0.4802,3360.0
Anomalia,0.0091,0.1243,-0.0112,-0.1646,3360.0
Anomalia,0.0172,0.1253,-0.0593,-0.0033,3360.0
Anomalia,0.0185,0.126,0.0296,0.0318,2640.0
Anomalia,0.0278,0.1058,0.1007,-0.0382,3120.0
Anomalia,0.0301,0.1422,-0.2048,0.2645,2640.0
Anomalia,0.013,0.1551,-0.082,-0.4066,2640.0
Anomalia,0.0244,0.1598,-0.223,-0.4639,2640.0
Anomalia,0.0064,0.1703,-0.1036,-0.7809,3360.0
Anomalia,0.0197,0.1518,-0.1351,-0.6063,3360.0
Anomalia,0.0208,0.1335,-0.0968,-0.1964,3360.0
Anomalia,0.0174,0.1264,-0.0258,-0.0021,3360.0
Anomalia,0.036,0.1383,0.4091,-0.4122,3360.0
Anomalia,0.0232,0.1484,0.1579,-0.6821,2880.0
Anomalia,0.0155,0.1494,0.2343,-0.7199,3120.0
Anomalia,0.0184,0.155,0.209,-0.9017,2880.0
Anomalia,0.0151,0.1235,-0.0093,-0.3989,2880.0
Anomalia,0.0199,0.1162,0.4898,0.3674,3120.0
Anomalia,0.0335,0.1419,0.552,0.52,3120.0
Anomalia,0.0177,0.1289,0.8587,1.7378,3120.0
Anomalia,0.0152,0.1749,0.538,0.1617,3360.0
Anomalia,0.0169,0.1787,0.3551,-0.0247,2880.0
Anomalia,0.0136,0.1567,0.2655,0.6262,3120.0
Anomalia,0.0305,0.1716,0.0709,-0.1184,2880.0
Anomalia,0.0197,0.1439,-0.204,-0.2133,2880.0
Anomalia,0.016,0.1565,-0.1846,-0.2546,2880.0
Anomalia,0.0178,0.1735,-0.1896,-0.8517,2880.0
Anomalia,0.0148,0.176,-0.177,-0.9817,2880.0
Anomalia,0.024,0.1643,-0.1383,-0.7247,2880.0
Anomalia,0.0316,0.1339,-0.0651,-0.7222,3360.0
Anomalia,0.029,0.1118,0.1832,-0.4131,3360.0
Anomalia,0.0277,0.0835,0.2878,-0.6713,3360.0
Anomalia,0.0216,0.0849,0.0925,-0.5938,3360.0
Anomalia,0.0176,0.0871,0.1823,-0.6828,2880.0
Anomalia,0.0191,0.0877,0.115,-0.6244,2880.0
Anomalia,0.01,0.1136,-0.3418,0.3444,2880.0
Anomalia,0.0255,0.13,-0.2693,0.1886,2880.0
Anomalia,0.026,0.1297,-0.3254,0.1905,3120.0
Anomalia,0.0242,0.1511,-0.298,-0.4475,2640.0
Anomalia,0.0326,0.1802,-0.093,-0.5329,2640.0
Anomalia,0.0131,0.1876,-0.0135,-0.7763,2880.0
Anomalia,0.0139,0.1948,-0.0039,-0.9896,2880.0
Anomalia,0.0212,0.183,-0.0698,-0.7045,2880.0
Anomalia,0.0198,0.1532,-0.228,-0.9572,2880.0
Anomalia,0.0267,0.1438,-0.1627,-0.976,2880.0
Anomalia,0.0199,0.1544,0.057,-0.8078,2880.0
Anomalia,0.0157,0.1593,0.1557,-0.9497,2880.0
Anomalia,0.0212,0.1555,0.1501,-0.8056,2880.0
Anomalia,0.0248,0.1514,0.161,-0.8156,2880.0
Anomalia,0.0221,0.1282,0.1145,-0.7987,2880.0
Anomalia,0.0268,0.1323,0.0955,-0.8186,2880.0
Anomalia,0.0139,0.1772,-0.1155,0.8146,2880.0
Anomalia,0.0182,0.2133,0.0184,0.43,2880.0
Anomalia,0.0226,0.2202,-0.0183,0.121,2880.0
Anomalia,0.0254,0.2189,-0.0652,0.1944,2880.0
Anomalia,0.0282,0.1942,0.1072,0.2334,3120.0
Anomalia,0.0228,0.1756,-0.0046,-0.9032,2880.0
Anomalia,0.0193,0.1691,-0.0523,-0.7067,2880.0
Anomalia,0.0208,0.1748,0.0032,-0.7979,3120.0
Anomalia,0.0174,0.1644,-0.0372,-0.7544,3120.0
Anomalia,0.0217,0.1356,-0.0084,-0.5952,3120.0
Anomalia,0.0246,0.1279,0.1349,-0.3778,3120.0
Anomalia,0.0172,0.1055,-0.1335,-0.1226,3120.0
Anomalia,0.0298,0.0909,-0.1896,-0.4024,3360.0
Anomalia,0.0198,0.0868,-0.3143,-0.6146,3120.0
Anomalia,0.0259,0.093,-0.4182,-0.798,2640.0
Anomalia,0.0183,0.1088,-0.2175,-0.4137,2880.0
Anomalia,0.0166,0.1066,-0.14,-0.2995,2880.0
Anomalia,0.0246,0.112,-0.0512,0.0353,3120.0
Anomalia,0.0255,0.1308,0.1204,-0.4766,2640.0
Anomalia,0.0271,0.1402,-0.1523,-0.3734,2640.0
Anomalia,0.0259,0.1399,-0.117,-0.342,2880.0
Anomalia,0.0188,0.1366,-0.1112,-0.4067,2880.0
Anomalia,0.0102,0.13,-0.27,-0.5007,3360.0
Anomalia,0.0174,0.1103,-0.3443,-0.5449,3360.0
Anomalia,0.015,0.1255,-0.2849,-0.8028,3360.0
Anomalia,0.0198,0.1208,-0.3973,-0.5793,3360.0
Anomalia,0.0311,0.1138,-0.4124,-0.1188,3360.0
Anomalia,0.0258,0.1273,0.014,-0.1237,2880.0
Anomalia,0.0273,0.1299,0.4092,0.7497,3360.0
Anomalia,0.0247,0.1303,0.4711,0.6607,3120.0
Anomalia,0.0134,0.123,0.6759,1.4143,3120.0
Anomalia,0.0143,0.1264,0.3499,0.946,3360.0
Anomalia,0.0208,0.1336,0.3752,0.1397,3120.0
Anomalia,0.0297,0.1514,0.1186,-0.5083,2880.0
Anomalia,0.0277,0.1577,0.0315,-0.7108,2880.0
Anomalia,0.0262,0.1654,0.2195,-0.6359,2640.0
Anomalia,0.0197,0.1646,0.0934,-0.7233,2640.0
Anomalia,0.0141,0.1533,0.1611,-0.3135,2880.0
Anomalia,0.0201,0.1661,0.0163,-0.6691,2880.0
Anomalia,0.0322,0.1793,-0.0452,-0.749,2880.0
Anomalia,0.0174,0.1647,0.1242,-0.408,3360.0
Anomalia,0.0206,0.185,0.1142,-0.8271,2880.0
Anomalia,0.0207,0.1694,0.2538,-0.3513,2880.0
Anomalia,0.0156,0.1287,0.1225,0.3806,2880.0
Anomalia,0.0313,0.1407,-0.0334,-0.0683,2880.0
Anomalia,0.0291,0.1071,-0.036,-0.0273,2880.0
Anomalia,0.0256,0.1253,-0.2423,-0.4236,2880.0
Anomalia,0.0235,0.131,-0.3173,-0.4147,2880.0
Anomalia,0.0166,0.1766,-0.6155,1.1181,2880.0
Anomalia,0.016,0.1892,-0.4936,0.3726,2880.0
Anomalia,0.0239,0.1822,-0.5953,0.9415,2880.0
Anomalia,0.0251,0.1805,-0.5693,1.0205,3360.0
Anomalia,0.033,0.1228,-0.0788,-0.2465,3360.0
Anomalia,0.028,0.1229,-0.1512,-0.55,2880.0
Anomalia,0.019,0.1215,-0.2106,-0.5684,2880.0
Anomalia,0.0163,0.1122,-0.3064,-0.0427,2880.0
Anomalia,0.0117,0.1074,-0.3015,0.309,2880.0
Anomalia,0.0306,0.0909,-0.3608,0.2331,2880.0
Anomalia,0.0285,0.0958,-0.0002,-0.3513,2880.0
Anomalia,0.0246,0.1122,-0.1363,-0.4733,2880.0
Anomalia,0.0304,0.1472,-0.2158,-0.3907,2880.0
Anomalia,0.0092,0.156,0.013,-0.6842,2880.0
Anomalia,0.0163,0.1493,-0.1205,-0.3537,2880.0
Anomalia,0.019,0.1521,-0.2417,-0.3407,2640.0
Anomalia,0.015,0.129,-0.3261,-0.3857,2640.0
Anomalia,0.0214,0.114,-0.4083,-0.1246,2880.0
Anomalia,0.0213,0.1265,-0.3245,-0.7029,3120.0
Anomalia,0.0163,0.1095,-0.0229,-0.846,3120.0
Anomalia,0.0323,0.125,0.2431,-0.6399,3120.0
Anomalia,0.0211,0.1559,-0.3244,0.0528,2640.0
Anomalia,0.0189,0.1452,-0.3435,0.7755,2880.0
Anomalia,0.0262,0.1601,-0.3289,0.0296,2880.0
Anomalia,0.0052,0.156,-0.4169,-0.0466,3360.0
Anomalia,0.0251,0.1243,-0.3112,0.05,2880.0
Anomalia,0.0258,0.1395,-0.2756,-0.5208,2880.0
Anomalia,0.0244,0.1338,-0.2179,-0.4419,3360.0
Anomalia,0.024,0.1377,-0.1069,-0.5879,3360.0
Anomalia,0.0203,0.14,-0.0022,-0.7091,3360.0
Anomalia,0.0167,0.1315,0.0507,-0.5609,3360.0
Anomalia,0.0233,0.1249,-0.2291,-0.3409,3360.0
Anomalia,0.0226,0.1146,0.0624,-0.4602,3600.0
Anomalia,0.0232,0.1442,0.0541,0.105,2640.0
Anomalia,0.0304,0.1726,-0.1109,-0.2237,2640.0
Anomalia,0.0175,0.173,0.0764,-0.3414,3360.0
Anomalia,0.0318,0.1796,-0.0386,-0.501,3360.0
Anomalia,0.0182,0.1573,0.0674,-0.259,2880.0
Anomalia,0.0171,0.129,0.2402,-0.6816,2880.0
Anomalia,0.0208,0.137,0.1175,-0.8666,2880.0
Anomalia,0.0089,0.143,-0.0076,-0.6465,2880.0
Anomalia,0.0237,0.1622,-0.014,-0.8947,2880.0
Anomalia,0.0187,0.1778,-0.07,-1.076,2880.0
Anomalia,0.0234,0.1737,-0.1132,-0.9488,2880.0
Anomalia,0.0308,0.153,-0.1946,-0.5776,3360.0
Anomalia,0.0229,0.1253,-0.3358,0.0486,3360.0
Anomalia,0.0204,0.0915,0.0599,-0.7206,3360.0
Anomalia,0.0211,0.0893,-0.1918,-0.7392,3360.0
Anomalia,0.0105,0.0946,0.2846,-0.4214,3360.0
Anomalia,0.0202,0.1014,0.2623,-0.5392,3360.0
Anomalia,0.0349,0.1056,0.1627,-0.509,3360.0
Anomalia,0.0258,0.1289,-0.0946,-0.2479,2880.0
Anomalia,0.0329,0.1449,-0.2027,-0.5154,2880.0
Anomalia,0.016,0.179,-0.2346,-0.8055,2880.0
Anomalia,0.0089,0.1869,-0.1497,-1.0555,2880.0
Anomalia,0.0146,0.1719,-0.2283,-0.6974,2880.0
Anomalia,0.0171,0.1555,-0.4147,-0.1238,3120.0
Anomalia,0.0293,0.1087,-0.3267,-0.0356,3120.0
Anomalia,0.0244,0.085,-0.0708,-0.4257,3120.0
Anomalia,0.019,0.1053,0.0813,0.5821,2880.0
Anomalia,0.0186,0.1579,0.2064,0.3219,2880.0
Anomalia,0.0165,0.1669,0.3005,-0.0029,3120.0
Anomalia,0.0204,0.1914,0.1765,-0.6791,3360.0
Anomalia,0.0294,0.1869,0.0983,-0.5631,3360.0
Anomalia,0.021,0.1586,0.1025,-0.5317,3360.0
Anomalia,0.0171,0.1649,-0.0198,-0.7908,3360.0
Anomalia,0.0169,0.1373,-0.0911,-0.6286,3120.0
Anomalia,0.0114,0.1374,-0.1706,-0.5453,3120.0
Anomalia,0.0226,0.1375,-0.0031,-0.2023,2880.0
Anomalia,0.0232,0.1442,0.1028,0.1547,2640.0
Anomalia,0.0209,0.1598,0.0488,-0.5402,2640.0
Anomalia,0.0241,0.1619,-0.0915,-0.4142,3360.0
Anomalia,0.0135,0.198,-0.1957,-0.3314,3360.0
Anomalia,0.0149,0.1881,-0.2871,-0.168,3360.0
Anomalia,0.0209,0.1838,-0.3342,0.1271,3360.0
Anomalia,0.0244,0.1767,-0.304,0.3731,3360.0
Anomalia,0.0282,0.1148,0.024,-0.3525,3360.0
Anomalia,0.0343,0.1046,0.2227,-0.1596,3360.0
Anomalia,0.0145,0.0949,0.2359,-0.6081,3360.0
Anomalia,0.0188,0.0902,0.1631,-0.3772,3360.0
Anomalia,0.0155,0.0945,0.0236,-0.6769,2880.0
Anomalia,0.021,0.0997,-0.049,-0.6929,3120.0
Anomalia,0.0289,0.1001,-0.279,-0.4193,3120.0
Anomalia,0.0175,0.1146,-0.1991,-0.6986,3120.0
Anomalia,0.0248,0.1159,-0.2528,-0.6522,3120.0
Anomalia,0.0145,0.1154,-0.0617,-0.7666,2640.0
Anomalia,0.0211,0.1099,-0.1068,-0.5901,2640.0
Anomalia,0.0275,0.1192,0.1937,-0.5099,2640.0
Anomalia,0.0131,0.1556,-0.0559,-0.235,2640.0
Anomalia,0.0148,0.169,-0.0739,-0.5332,2880.0
Anomalia,0.022,0.1959,-0.0397,-1.0641,2880.0
Anomalia,0.0171,0.1842,-0.0207,-0.7584,2880.0
Anomalia,0.0307,0.1538,0.0579,-0.3543,2880.0
Anomalia,0.0292,0.1336,0.2576,0.2367,3360.0
Anomalia,0.018,0.0939,0.347,-0.1574,3360.0
Anomalia,0.0219,0.1062,-0.087,0.5303,3360.0
Anomalia,0.0168,0.1333,-0.0586,-0.0659,3360.0
Anomalia,0.0212,0.1424,-0.1009,-0.4688,3360.0
Anomalia,0.0279,0.1515,-0.1834,-0.6022,3360.0
Anomalia,0.0172,0.1397,0.0516,-0.5314,3360.0
Anomalia,0.0269,0.1177,-0.0973,-0.3726,3360.0
Anomalia,0.0239,0.1385,-0.0733,-0.1195,3360.0
Anomalia,0.0209,0.1555,-0.1129,-0.2527,2640.0
Anomalia,0.0251,0.1709,-0.1444,-0.6597,2640.0
Anomalia,0.0134,0.178,0.016,-0.9592,2880.0
Anomalia,0.0198,0.1707,-0.023,-1.0142,2880.0
Anomalia,0.017,0.142,0.1368,-0.7496,2880.0
Anomalia,0.0204,0.1282,0.1073,-0.6514,3120.0
Anomalia,0.0311,0.1493,0.1827,-0.452,2880.0
Anomalia,0.0152,0.1373,0.3179,-0.016,2880.0
Anomalia,0.0173,0.148,0.2204,-0.5633,2880.0
Anomalia,0.0261,0.1564,0.1188,-0.8328,2640.0
Anomalia,0.0153,0.1434,0.0221,-1.0803,2640.0
Anomalia,0.0159,0.1744,-0.1246,-0.5504,2880.0
Anomalia,0.0262,0.2027,-0.0517,-0.8664,2880.0
Anomalia,0.0212,0.2224,-0.0717,-0.9849,2880.0
Anomalia,0.0306,0.2238,-0.1254,-0.9694,2880.0
Anomalia,0.0307,0.2017,-0.055,-0.7922,2880.0
Anomalia,0.0178,0.1733,-0.1162,-0.413,2880.0
Anomalia,0.0171,0.137,-0.0153,-0.811,3120.0
Anomalia,0.0084,0.1218,-0.0863,-0.7638,3360.0
Anomalia,0.0162,0.1172,-0.1862,-0.6396,2880.0
Anomalia,0.0275,0.1126,-0.136,-0.6773,2880.0
Anomalia,0.0207,0.12,-0.0958,-0.8667,2880.0
Anomalia,0.024,0.1129,-0.1699,-0.7754,2880.0
Anomalia,0.0185,0.1046,0.0669,-0.7919,2880.0
Anomalia,0.0115,0.0977,0.066,-0.5568,2880.0
Anomalia,0.0223,0.0948,0.2982,-0.5335,3360.0
Anomalia,0.0136,0.1448,0.0234,1.2619,2880.0
Anomalia,0.0266,0.1669,0.0309,0.2069,2880.0
Anomalia,0.0215,0.1647,0.1121,0.3255,2880.0
Anomalia,0.0174,0.1626,0.1732,0.4576,2880.0
Anomalia,0.0261,0.15,0.1577,-0.3298,3360.0
Anomalia,0.0137,0.1437,-0.0058,-0.4603,2640.0
Anomalia,0.0206,0.1499,-0.0998,-0.7179,2640.0
Anomalia,0.0233,0.1504,-0.1736,-0.7154,2880.0
Anomalia,0.0228,0.1378,-0.2067,-0.7158,2880.0
Anomalia,0.0273,0.1442,-0.144,-0.8051,2880.0
Anomalia,0.0192,0.1441,-0.0477,-0.9,2880.0
Anomalia,0.0122,0.1462,0.0639,-0.9412,3360.0
Anomalia,0.0199,0.1419,0.2872,-0.3739,3360.0
Anomalia,0.0157,0.1456,0.2578,-0.2217,2880.0
Anomalia,0.0327,0.1755,0.276,-0.6166,2880.0
Anomalia,0.0275,0.1879,0.1687,-0.8348,2880.0
Anomalia,0.0163,0.1804,0.2132,-0.7986,2880.0
Anomalia,0.0173,0.1684,0.3008,-0.6507,3120.0
Anomalia,0.0086,0.1514,0.0057,-0.8569,3120.0
Anomalia,0.0164,0.146,0.0317,-0.9955,2640.0
Anomalia,0.0278,0.1452,-0.085,-0.8676,2880.0
Anomalia,0.0224,0.1406,-0.112,-0.7588,2880.0
Anomalia,0.021,0.1365,-0.0079,-1.0004,2640.0
Anomalia,0.0206,0.133,0.0551,-0.951,2640.0
Anomalia,0.0114,0.1499,0.0707,-1.0878,2640.0
Anomalia,0.0276,0.1568,-0.0752,-1.0842,2880.0
Anomalia,0.0259,0.1672,-0.1697,-1.0443,2880.0
Anomalia,0.0175,0.1538,-0.1071,-0.7627,3120.0
Anomalia,0.0292,0.1537,-0.1167,-0.819,2880.0
Anomalia,0.0121,0.1457,0.106,-0.8132,3360.0
Anomalia,0.0151,0.1241,0.2915,-0.7051,3360.0
Anomalia,0.0269,0.1374,0.1882,-1.0008,3120.0
Anomalia,0.0093,0.1104,0.4656,-0.2632,2880.0
Anomalia,0.0219,0.1023,0.3809,0.0977,2880.0
Anomalia,0.0201,0.1208,0.2305,-0.0058,2880.0
Anomalia,0.0172,0.1273,0.0922,0.0313,2880.0
Anomalia,0.026,0.1535,-0.0491,-0.7384,2880.0
Anomalia,0.0209,0.1627,-0.0059,-1.08,2880.0
Anomalia,0.024,0.1597,-0.0582,-1.0984,2640.0
Anomalia,0.0206,0.1453,-0.0237,-0.9734,2640.0
Anomalia,0.0198,0.1303,-0.1065,-1.0377,2880.0
Anomalia,0.0214,0.1178,-0.1148,-0.7126,2880.0
Anomalia,0.0174,0.1014,-0.123,-0.9269,3120.0
Anomalia,0.0224,0.1174,0.0493,-0.7434,3120.0
Anomalia,0.0213,0.1101,0.1858,-0.4889,2880.0
Anomalia,0.0226,0.1213,0.1496,-0.8841,2880.0
Anomalia,0.0186,0.1324,-0.0063,-0.8497,2880.0
Anomalia,0.0222,0.1313,-0.1193,-0.8004,2880.0
Anomalia,0.0167,0.1364,-0.1458,-0.9289,2880.0
Anomalia,0.0201,0.1396,-0.167,-0.9582,2880.0
Anomalia,0.0175,0.1713,-0.3985,-0.0818,2640.0
Anomalia,0.0079,0.1728,-0.2205,-0.1572,2640.0
Anomalia,0.0263,0.181,-0.2727,-0.2583,2880.0
Anomalia,0.0115,0.2031,-0.2374,-0.6919,3120.0
Anomalia,0.0239,0.1696,-0.2106,-0.4026,3120.0
Anomalia,0.032,0.1618,-0.4219,-0.0491,3120.0
Anomalia,0.0107,0.1462,-0.4148,0.2788,3120.0
Anomalia,0.0173,0.1028,0.0334,-0.495,2880.0
Anomalia,0.0086,0.1488,-0.0328,-0.0523,2880.0
Anomalia,0.0114,0.15,-0.0446,-0.0923,2880.0
Anomalia,0.0244,0.1498,-0.2312,0.0404,2880.0
Anomalia,0.0253,0.1473,-0.2559,0.1904,2880.0
Anomalia,0.0215,0.0982,0.023,-0.7286,2880.0
Anomalia,0.0198,0.1253,0.1319,0.0338,3360.0
Anomalia,0.0112,0.1289,0.1877,-0.1674,3120.0
Anomalia,0.018,0.1326,0.0453,-0.3848,3120.0
Anomalia,0.0251,0.1289,-0.0421,-0.0356,2880.0
Anomalia,0.0102,0.0994,-0.2432,-0.529,2880.0
Anomalia,0.0269,0.1079,-0.1111,-0.3648,2640.0
Anomalia,0.0109,0.116,0.2086,-0.5413,2640.0
Anomalia,0.0158,0.1475,0.2409,-0.7707,3360.0
Anomalia,0.0244,0.1611,0.0766,-1.0037,2880.0
Anomalia,0.0097,0.1514,0.2636,-0.7028,2880.0
Anomalia,0.0283,0.1446,-0.0258,-0.4101,2880.0
Anomalia,0.015,0.1299,-0.183,-0.5336,3360.0
Anomalia,0.0156,0.1058,-0.2675,-0.3015,2640.0
Anomalia,0.0199,0.1241,-0.2506,-0.5822,2880.0
Anomalia,0.0052,0.1266,-0.1982,-0.5226,2880.0
Anomalia,0.0135,0.1196,-0.2906,-0.3664,3360.0
Anomalia,0.0267,0.1331,-0.2484,-0.4957,3360.0
Anomalia,0.0194,0.1337,-0.2863,-0.4825,2880.0
Anomalia,0.0229,0.1317,-0.1878,-0.6495,3360.0
Anomalia,0.0263,0.1241,-0.0838,-0.2885,2880.0
Anomalia,0.0018,0.1185,-0.1275,-0.5474,2880.0
Anomalia,0.0163,0.1396,0.2793,-0.2434,2640.0
Anomalia,0.0222,0.1431,0.2102,-0.4344,2880.0
Anomalia,0.0174,0.1632,0.2432,-0.8211,2880.0
Anomalia,0.0239,0.1665,0.25,-0.8939,2880.0
Anomalia,0.0146,0.1377,0.2602,-0.5485,2880.0
Anomalia,0.0111,0.1431,0.274,-0.6907,2640.0
Anomalia,0.0177,0.1217,0.1661,-0.7008,3120.0
Anomalia,0.0235,0.1142,-0.0091,-0.9014,3120.0
Anomalia,0.0199,0.1116,0.1535,-0.8722,3120.0
Anomalia,0.0213,0.0965,0.2618,-0.9296,3360.0
Anomalia,0.0124,0.1138,0.0706,-0.6332,2880.0
Anomalia,0.0151,0.1289,0.2226,-0.4512,2880.0
Anomalia,0.0146,0.1403,0.0221,-0.7126,3360.0
Anomalia,0.0163,0.1447,0.0313,-0.8833,3360.0
Anomalia,0.0239,0.1405,-0.0711,-0.799,3360.0
Anomalia,0.0124,0.1466,-0.2633,-0.7383,3360.0
Anomalia,0.0218,0.138,-0.359,-0.3867,3360.0
Anomalia,0.0167,0.1404,-0.3771,-0.5176,3360.0
Anomalia,0.0125,0.1395,-0.3097,-0.6436,2880.0
Anomalia,0.0152,0.1212,-0.1668,-1.0785,2640.0
Anomalia,0.0112,0.1203,-0.0684,-1.1454,2640.0
