Scenario,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,-0.0047,0.3603,0.8034,-0.8605,0.3603,-0.0224,-0.5074,3600.0
Anomalia,0.0144,0.2571,0.6631,-0.6444,0.2575,0.0433,-0.36,2880.0
Anomalia,-0.0044,0.3307,0.8422,-1.848,0.3308,-1.98,10.2436,2880.0
Anomalia,-0.0018,1.1994,4.0302,-3.7393,1.1994,0.1453,3.1903,3120.0
Anomalia,-0.0135,1.3778,4.0302,-3.7393,1.3779,0.0977,1.1492,3360.0
Anomalia,0.0109,1.4966,4.0302,-3.7393,1.4967,0.0847,0.2097,3360.0
Anomalia,0.0214,1.5098,4.0302,-3.7393,1.51,0.0804,0.0803,3360.0
Anomalia,0.0289,0.9821,2.6559,-2.842,0.9825,0.0308,0.6384,3360.0
Anomalia,0.0297,0.7168,2.635,-2.0975,0.7174,0.3427,1.7307,3360.0
Anomalia,-0.0055,0.4175,0.9703,-1.0483,0.4176,-0.0682,-0.0236,2880.0
Anomalia,0.013,0.2817,0.8618,-0.6815,0.282,0.1008,-0.0206,2880.0
Anomalia,-0.0102,0.3222,0.596,-1.916,0.3224,-2.4698,11.8234,2880.0
Anomalia,-0.0098,1.4434,4.8824,-4.7451,1.4434,0.1632,3.5962,2880.0
Anomalia,0.0154,1.642,4.8824,-4.7451,1.6421,0.109,1.4249,3360.0
Anomalia,0.0114,1.789,4.8824,-4.7451,1.7891,0.0973,0.369,3360.0
Anomalia,0.0114,1.8199,4.8824,-4.7451,1.8199,0.1025,0.1488,3360.0
Anomalia,0.032,1.1767,3.2615,-3.0207,1.1772,0.0609,0.2137,3360.0
Anomalia,0.0065,0.8957,2.9418,-3.0119,0.8957,0.0572,1.0496,3360.0
Anomalia,0.0083,0.5515,1.2574,-1.3818,0.5515,-0.0527,-0.1001,3600.0
Anomalia,0.0207,0.4349,1.2574,-1.2086,0.4354,0.1235,-0.0674,2880.0
Anomalia,-0.0082,0.4133,0.818,-2.0491,0.4134,-0.9772,3.7337,2880.0
Anomalia,-0.0169,1.5611,5.3043,-5.2008,1.5612,0.099,3.5523,2880.0
Anomalia,0.0037,1.8132,5.3043,-5.2008,1.8132,0.0639,1.2004,3360.0
Anomalia,0.0096,1.9948,5.3043,-5.2008,1.9948,0.0506,0.1543,3360.0
Anomalia,0.0182,2.0324,5.3043,-5.2008,2.0324,0.0448,-0.0666,3360.0
Anomalia,0.0378,1.373,3.5937,-3.6617,1.3736,0.0264,0.2016,3360.0
Anomalia,0.0163,1.0406,3.3971,-3.3887,1.0408,0.0591,1.2004,3360.0
Anomalia,0.0002,0.5963,1.396,-1.4148,0.5963,0.0689,-0.2325,2880.0
Anomalia,0.0104,0.4176,1.0279,-0.9453,0.4178,0.1345,-0.4081,2880.0
Anomalia,-0.0069,0.369,1.0279,-0.9924,0.3691,0.022,0.1488,2880.0
Anomalia,0.0059,0.5362,1.7044,-1.4949,0.5362,0.1595,1.3387,2880.0
Anomalia,0.015,0.5985,1.7044,-1.4949,0.5987,0.1232,0.2991,3360.0
Anomalia,0.0079,0.5993,1.7044,-1.4949,0.5994,0.1412,0.3016,3360.0
Anomalia,0.0194,0.5956,1.7044,-1.4949,0.5959,0.1286,0.2964,3360.0
Anomalia,-0.0019,0.4007,1.1756,-0.9945,0.4008,0.1735,0.1908,3360.0
Anomalia,0.0103,0.2807,0.7199,-0.7612,0.2809,-0.091,-0.7186,3600.0
Anomalia,0.0057,0.3064,0.669,-0.7174,0.3065,-0.0915,-0.7938,2880.0
Anomalia,0.0142,0.2976,0.669,-0.7174,0.298,-0.1557,-0.5691,3360.0
Anomalia,0.0322,0.2848,0.7383,-0.7174,0.2866,-0.0257,-0.0046,3360.0
Anomalia,-0.0043,1.2885,4.2547,-4.1879,1.2885,0.1143,3.3344,3120.0
Anomalia,0.0397,1.4558,4.2547,-4.1879,1.4563,0.0577,1.4364,3360.0
Anomalia,-0.0083,1.5931,4.2547,-4.1879,1.5931,0.0846,0.3753,3360.0
Anomalia,0.0071,1.6294,4.2547,-4.1879,1.6294,0.0558,0.0969,3360.0
Anomalia,0.0294,1.0601,2.9756,-2.802,1.0605,-0.0195,0.5076,3360.0
Anomalia,-0.0139,0.8053,2.5115,-2.802,0.8054,-0.1985,1.531,3360.0
Anomalia,0.0121,0.4921,1.1573,-1.0746,0.4923,0.0744,-0.3602,2880.0
Anomalia,0.0036,0.3413,0.972,-1.0429,0.3414,-0.1531,0.3896,2880.0
Anomalia,-0.0039,0.2617,0.7199,-0.6256,0.2617,0.0882,-0.1942,2880.0
Anomalia,0.0364,1.1154,3.996,-3.8128,1.1159,0.2896,4.199,3120.0
Anomalia,0.0292,1.3059,3.996,-3.8128,1.3062,0.1275,1.5524,3360.0
Anomalia,0.0035,1.5249,3.996,-3.8128,1.5249,0.0846,0.0091,3360.0
Anomalia,0.0192,1.5711,3.996,-3.8128,1.5712,0.05,-0.3093,3360.0
Anomalia,-0.017,1.1562,2.8116,-2.9589,1.1563,-0.088,-0.0638,3360.0
Anomalia,-0.0042,0.9364,2.8116,-2.9589,0.9364,-0.1052,1.1455,3360.0
Anomalia,0.0167,0.521,1.2716,-1.1752,0.5213,-0.0039,-0.3057,3360.0
Anomalia,0.0036,0.3766,1.012,-1.0337,0.3766,-0.0499,-0.0375,2880.0
Anomalia,0.0228,0.2918,0.6306,-0.5463,0.2927,0.0092,-1.0113,2880.0
Anomalia,-0.004,1.2219,4.2034,-4.1884,1.2219,0.0005,3.6757,3120.0
Anomalia,0.0388,1.4207,4.2034,-4.1884,1.4212,0.0177,1.2484,3360.0
Anomalia,-0.0085,1.5582,4.2034,-4.1884,1.5582,0.0399,0.2155,3360.0
Anomalia,0.0096,1.5964,4.2034,-4.1884,1.5965,0.0131,-0.0648,3360.0
Anomalia,0.0256,1.0758,2.9464,-2.7118,1.0761,0.0407,0.1387,3360.0
Anomalia,-0.0201,0.7959,2.4765,-2.7118,0.7961,-0.2494,1.3745,3360.0
Anomalia,0.0271,0.4761,1.2036,-1.0346,0.4769,0.1334,-0.146,3600.0
Anomalia,-0.0096,0.3173,0.7399,-0.9536,0.3175,-0.2052,-0.1476,2880.0
Anomalia,0.0052,0.2524,0.6406,-0.5826,0.2525,-0.0012,-0.3352,2880.0
Anomalia,0.0411,1.1061,3.824,-3.7856,1.1068,0.2594,4.2192,3120.0
Anomalia,-0.0134,1.2675,3.824,-3.7856,1.2676,0.1003,1.853,3360.0
Anomalia,0.0258,1.4843,3.824,-3.7856,1.4845,0.077,0.1862,3360.0
Anomalia,0.0066,1.5279,3.824,-3.7856,1.5279,0.1012,-0.1355,3360.0
Anomalia,-0.0284,1.0983,2.8107,-2.9489,1.0987,0.0115,0.2852,3360.0
Anomalia,0.0259,0.9118,2.8107,-2.6997,0.9122,0.2763,1.5153,3360.0
Anomalia,0.0039,0.4871,1.2048,-1.2566,0.4871,-0.0724,-0.1023,3360.0
Anomalia,0.0218,0.3643,0.9874,-0.9252,0.365,0.0375,-0.1494,2880.0
Anomalia,0.0133,0.3011,0.6723,-0.6548,0.3014,-0.03,-0.6939,3360.0
Anomalia,0.0462,1.3002,4.5923,-4.3486,1.3011,0.1818,4.2351,2880.0
Anomalia,-0.0329,1.4883,4.5923,-4.3486,1.4886,0.1036,1.7955,3360.0
Anomalia,0.0233,1.6996,4.5923,-4.3486,1.6998,0.0461,0.3052,3360.0
Anomalia,0.0086,1.7377,4.5923,-4.3486,1.7377,0.0656,0.0414,3360.0
Anomalia,-0.0244,1.2257,3.1801,-3.1087,1.2259,-0.0472,0.1419,3360.0
Anomalia,0.05,0.9969,3.1801,-3.1087,0.9982,0.1703,1.3985,3360.0
Anomalia,-0.0115,0.5586,1.338,-1.305,0.5588,0.1142,-0.2008,3600.0
Anomalia,0.0094,0.4372,1.338,-1.305,0.4373,0.1371,0.8685,2880.0
Anomalia,0.019,0.2922,0.8017,-0.5909,0.2928,0.1368,-0.5806,2880.0
Anomalia,-0.011,1.3001,4.8594,-5.0869,1.3002,-0.1193,5.5756,3120.0
Anomalia,-0.0002,1.6597,4.8594,-5.0869,1.6597,0.0637,1.779,3360.0
Anomalia,0.0148,1.9981,4.8594,-5.0869,1.9981,0.0427,-0.0207,3360.0
Anomalia,-0.0038,2.0589,4.8594,-5.0869,2.0589,0.0639,-0.3325,3360.0
Anomalia,0.0286,1.6481,4.7831,-3.89,1.6484,0.1396,0.1784,3360.0
Anomalia,0.0256,1.3007,3.7894,-3.89,1.3009,0.0564,1.121,3360.0
Anomalia,0.0102,0.6594,1.8592,-1.5266,0.6595,0.037,-0.0283,3600.0
Anomalia,0.0207,0.4505,1.3392,-1.2587,0.4509,0.1773,0.6861,2880.0
Anomalia,0.0156,0.3182,0.9428,-0.8309,0.3186,-0.109,0.4273,2880.0
Anomalia,0.0247,0.9619,3.4564,-3.3441,0.9622,0.0117,4.5514,2880.0
Anomalia,-0.0175,1.1164,3.4564,-3.3441,1.1166,0.0243,1.6846,3360.0
Anomalia,0.023,1.2334,3.4564,-3.3441,1.2336,-0.0054,0.4778,3360.0
Anomalia,0.0029,1.264,3.4564,-3.3441,1.264,0.0386,0.1728,3360.0
Anomalia,-0.0004,0.8717,2.2261,-2.0825,0.8717,0.0269,-0.1321,3360.0
Anomalia,0.0401,0.6736,2.2261,-1.9669,0.6747,0.2399,1.0597,3360.0
Anomalia,0.0011,0.4221,0.9816,-0.9486,0.4221,0.0194,-0.6433,3360.0
Anomalia,0.0143,0.3237,0.8146,-0.7637,0.324,-0.0357,-0.5313,2880.0
Anomalia,0.0128,0.2578,0.5475,-0.5404,0.2581,-0.1554,-0.8314,2880.0
Anomalia,0.0038,0.8389,3.0582,-2.933,0.839,0.0286,4.3547,2880.0
Anomalia,-0.0108,1.0255,3.0582,-2.933,1.0256,0.0415,1.6067,3360.0
Anomalia,0.0224,1.1796,3.0582,-2.933,1.1798,0.0357,0.1737,3360.0
Anomalia,-0.0022,1.2053,3.0582,-2.933,1.2054,0.0843,-0.0689,3360.0
Anomalia,0.0125,0.913,2.9455,-2.2394,0.9131,0.1179,0.6827,3360.0
Anomalia,0.0303,0.7046,2.2786,-2.1626,0.7052,0.2581,1.4847,2880.0
Anomalia,0.0038,0.4012,0.9085,-0.924,0.4013,-0.0896,-0.6948,2880.0
Anomalia,0.0257,0.3238,0.9085,-0.6882,0.3248,0.078,-0.4269,2880.0
Anomalia,0.0177,0.2592,0.6477,-0.6377,0.2598,-0.0764,-0.0455,2880.0
Anomalia,-0.0342,1.1863,4.4997,-4.7196,1.1868,-0.401,6.164,2880.0
Anomalia,0.0053,1.4864,4.4997,-4.7196,1.4864,-0.0121,2.2451,3360.0
Anomalia,-0.0012,1.7617,4.4997,-4.7196,1.7617,0.0205,0.2587,3360.0
Anomalia,0.0126,1.8185,4.4997,-4.7196,1.8185,0.0019,-0.1058,3360.0
Anomalia,0.0601,1.4415,4.2555,-3.2836,1.4428,0.1981,0.1013,3360.0
Anomalia,0.0141,1.1325,3.1713,-3.2143,1.1326,0.0713,0.7833,3360.0
Anomalia,0.0164,0.6325,1.4928,-1.4031,0.6327,0.1132,-0.2068,3360.0
Anomalia,0.0008,0.4898,1.3972,-1.2766,0.4898,0.1369,0.4629,2880.0
Anomalia,0.0134,0.3186,0.7988,-0.7554,0.3189,-0.0369,-0.3683,2880.0
Anomalia,-0.0428,1.2537,4.9855,-4.8966,1.2544,-0.2513,6.1222,2880.0
Anomalia,0.0356,1.5614,4.9855,-4.8966,1.5618,0.0255,2.1598,3360.0
Anomalia,0.0039,1.8714,4.9855,-4.8966,1.8715,0.0449,0.2089,3360.0
Anomalia,0.0175,1.9327,4.9855,-4.8966,1.9328,0.0256,-0.1492,3360.0
Anomalia,0.0644,1.5367,4.4329,-3.5031,1.538,0.172,0.0661,3360.0
Anomalia,-0.008,1.233,3.6083,-3.5031,1.233,0.0382,1.0072,3360.0
Anomalia,0.0162,0.6611,1.825,-1.7653,0.6613,0.1055,0.0488,3600.0
Anomalia,0.0033,0.4541,1.3618,-1.272,0.4541,0.0506,0.6373,2880.0
Anomalia,0.0142,0.2897,0.7671,-0.6423,0.29,0.1371,0.0235,2880.0
Anomalia,-0.0071,0.5644,2.0383,-2.0566,0.5644,-0.2601,4.3564,2880.0
Anomalia,0.0288,0.6823,2.0383,-2.0566,0.6829,-0.1205,1.6579,3360.0
Anomalia,0.0005,0.8322,2.0383,-2.0566,0.8322,-0.0266,-0.0586,3360.0
Anomalia,0.0087,0.86,2.0383,-2.0566,0.86,-0.0474,-0.3921,3360.0
Anomalia,0.0276,0.701,1.7553,-1.6176,0.7015,0.0164,-0.1446,3360.0
Anomalia,-0.0005,0.5781,1.6531,-1.6176,0.5781,-0.0366,0.8417,3360.0
Anomalia,0.0114,0.3571,0.6969,-0.7508,0.3572,0.0179,-1.0968,3360.0
Anomalia,0.0044,0.3096,0.6677,-0.5997,0.3096,0.0857,-0.985,2880.0
Anomalia,0.0054,0.2994,0.6677,-0.5997,0.2994,0.0683,-0.9834,2880.0
Anomalia,-0.014,1.0097,4.0198,-3.7593,1.0098,0.0185,5.5778,2880.0
Anomalia,0.0474,1.2308,4.0198,-3.7593,1.2317,0.1236,2.2102,2880.0
Anomalia,0.0025,1.4592,4.0198,-3.7593,1.4592,0.1061,0.3331,2880.0
Anomalia,0.0112,1.4812,4.0198,-3.7593,1.4812,0.0849,0.1476,3360.0
Anomalia,0.0348,1.153,3.4351,-2.8287,1.1535,0.1585,0.5467,3360.0
Anomalia,-0.0253,0.9093,2.9134,-2.8287,0.9097,-0.0338,1.6811,3360.0
Anomalia,0.0211,0.4722,1.0746,-0.9457,0.4727,-0.0081,-0.7442,3600.0
Anomalia,0.0154,0.4038,1.0746,-0.929,0.4041,0.0353,-0.4742,2880.0
Anomalia,-0.0014,0.2973,0.641,-0.6552,0.2973,0.1794,-0.5541,2880.0
Anomalia,0.057,0.9816,4.4972,-3.7752,0.9833,0.7417,7.7476,3120.0
Anomalia,-0.0111,1.4491,4.4972,-4.4571,1.4491,0.0548,2.1954,3120.0
Anomalia,0.0295,1.7344,4.4972,-4.4571,1.7347,0.0215,0.1957,3360.0
Anomalia,0.0076,1.7925,4.4972,-4.4571,1.7925,0.0411,-0.1659,3360.0
Anomalia,-0.033,1.5571,4.1587,-4.4571,1.5575,-0.0807,0.26,3360.0
Anomalia,0.0327,1.143,3.3871,-3.1475,1.1434,0.0664,0.7884,3360.0
Anomalia,-0.0247,0.6114,1.5141,-1.8083,0.6119,-0.1308,0.0714,3600.0
Anomalia,0.0261,0.4366,1.1677,-1.1435,0.4374,0.014,0.2618,2880.0
Anomalia,0.0025,0.3083,0.8405,-0.6953,0.3083,0.1388,-0.0882,2880.0
Anomalia,0.0409,0.8323,3.7656,-3.1964,0.8333,0.7072,7.3373,2880.0
Anomalia,0.0222,1.1349,3.7656,-3.4852,1.1352,0.016,2.2717,3360.0
Anomalia,0.01,1.3092,3.7656,-3.4852,1.3092,0.0259,0.4904,3360.0
Anomalia,0.0094,1.3364,3.7656,-3.4852,1.3364,0.0227,0.2305,3360.0
Anomalia,-0.033,1.0953,2.9414,-3.4852,1.0958,-0.2027,0.6583,3360.0
Anomalia,0.0061,0.8034,2.3763,-2.2749,0.8034,-0.0191,0.8485,3360.0
Anomalia,0.0018,0.4487,0.8676,-0.9382,0.4487,-0.0432,-0.7375,3600.0
Anomalia,0.0214,0.3397,0.8405,-0.7988,0.3404,0.0208,-0.1565,3600.0
Anomalia,0.0165,0.2706,0.7308,-0.7099,0.2712,0.0846,0.153,2880.0
Anomalia,0.0359,0.8384,4.0536,-3.264,0.8392,0.9954,9.1507,2880.0
Anomalia,-0.0019,1.2681,4.0536,-3.9292,1.2681,0.1701,2.609,3120.0
Anomalia,0.0054,1.5353,4.0536,-3.9292,1.5354,0.0998,0.325,3360.0
Anomalia,-0.0062,1.5789,4.0536,-3.9292,1.579,0.1084,-0.002,3360.0
Anomalia,-0.0105,1.3843,3.723,-3.9292,1.3844,-0.0717,0.43,3360.0
Anomalia,0.0114,1.0202,2.8466,-2.9117,1.0203,0.0281,0.8837,3360.0
Anomalia,0.0069,0.5439,1.2837,-1.3092,0.5439,-0.0167,-0.3885,3360.0
Anomalia,0.0172,0.3989,1.1873,-0.9878,0.3993,0.2045,0.4617,2880.0
Anomalia,0.0018,0.2836,0.6298,-0.8326,0.2836,-0.3364,-0.103,2880.0
Anomalia,0.0414,0.8395,4.1596,-3.4075,0.8405,0.7307,9.5955,2880.0
Anomalia,-0.0073,1.2736,4.1596,-3.9839,1.2736,0.1714,2.9005,2880.0
Anomalia,0.0192,1.5369,4.1596,-3.9839,1.537,0.0838,0.4609,3360.0
Anomalia,0.0005,1.5844,4.1596,-3.9839,1.5844,0.109,0.0969,3360.0
Anomalia,-0.014,1.4146,3.814,-3.9839,1.4147,0.0026,0.3318,3360.0
Anomalia,0.0279,1.0459,3.0023,-2.8003,1.0463,0.0298,0.475,3360.0
Anomalia,0.0062,0.6035,1.542,-1.3246,0.6035,-0.0088,-0.3879,3360.0
Anomalia,0.0282,0.4651,1.2174,-1.3246,0.4659,-0.0871,0.5662,2880.0
Anomalia,0.016,0.3153,0.6707,-0.742,0.3157,-0.0323,-0.7399,2880.0
Anomalia,0.0416,0.9886,5.0072,-3.9584,0.9895,0.8743,10.0447,2880.0
Anomalia,-0.0032,1.5529,5.0072,-5.1407,1.5529,0.1069,2.8306,3360.0
Anomalia,0.0173,1.8895,5.0072,-5.1407,1.8896,0.048,0.3755,3360.0
Anomalia,0.0007,1.9373,5.0072,-5.1407,1.9373,0.0649,0.0809,3360.0
Anomalia,-0.0197,1.7328,4.7317,-5.1407,1.7329,-0.0543,0.4345,3360.0
Anomalia,0.0299,1.2728,3.4902,-3.6191,1.2731,-0.0038,0.7075,3360.0
Anomalia,-0.0021,0.6805,1.6076,-1.7666,0.6805,0.0218,-0.2637,3600.0
Anomalia,0.0223,0.5252,1.4002,-1.3204,0.5256,0.124,0.0622,2880.0
Anomalia,0.0077,0.3595,1.025,-0.8272,0.3596,0.1379,-0.0977,2880.0
Anomalia,0.028,0.4351,1.6497,-1.4006,0.436,0.3353,2.8798,2880.0
Anomalia,0.0057,0.537,1.6497,-1.5174,0.537,0.0162,1.1438,3360.0
Anomalia,0.0163,0.625,1.6497,-1.5174,0.6252,-0.0012,0.0816,3360.0
Anomalia,0.0174,0.6325,1.6497,-1.5174,0.6327,-0.0098,-0.0541,3360.0
Anomalia,-0.0034,0.5338,1.2775,-1.5174,0.5339,-0.1361,0.3052,3360.0
Anomalia,0.0129,0.4167,1.2775,-1.2578,0.4169,0.0625,1.5038,3360.0
Anomalia,0.0055,0.2256,0.4182,-0.4624,0.2256,-0.1517,-1.1117,3360.0
Anomalia,0.0129,0.2476,0.6364,-0.5071,0.2479,-0.0317,-0.7324,2880.0
Anomalia,0.0105,0.2289,0.6364,-0.5071,0.2291,-0.0108,-0.42,2880.0
