Scenario,AccX_Mean,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,-0.0012,0.2179,0.0739,-0.9973,2880.0
Anomalia,0.0206,0.4403,1.3575,12.7281,2880.0
Anomalia,0.0155,1.0874,0.2226,3.1389,2880.0
Anomalia,0.0162,1.3267,0.1172,0.6351,3360.0
Anomalia,0.0037,1.3797,0.1283,0.157,3360.0
Anomalia,-0.0036,1.3523,0.104,0.2602,3360.0
Anomalia,-0.0014,0.9258,0.0348,0.95,3360.0
Anomalia,0.0031,0.527,0.0231,-0.1057,3360.0
Anomalia,0.0205,0.3762,-0.0135,-0.1064,2880.0
Anomalia,0.0028,0.2496,0.0837,-0.4661,2880.0
Anomalia,-0.0134,0.3651,-2.2718,11.2617,3120.0
Anomalia,0.0012,1.4183,-0.0263,3.0337,3360.0
Anomalia,-0.0347,1.6383,0.0183,0.9461,3360.0
Anomalia,0.0232,1.8395,-0.0067,-0.1294,3360.0
Anomalia,0.0171,1.8666,0.0183,-0.2951,3360.0
Anomalia,0.0125,1.2834,0.0919,0.2084,3360.0
Anomalia,0.0402,0.9967,0.2724,1.7523,3360.0
Anomalia,-0.0113,0.5385,0.043,0.28,3360.0
Anomalia,0.0162,0.3902,0.1316,-0.229,2880.0
Anomalia,-0.0144,0.3928,-0.5446,1.8176,2880.0
Anomalia,0.0199,1.1129,0.0534,2.9196,3120.0
Anomalia,-0.0032,1.2857,0.0715,0.8087,3360.0
Anomalia,0.02,1.3347,0.0406,0.3562,3360.0
Anomalia,0.0281,1.3398,0.0395,0.2889,3360.0
Anomalia,-0.0145,0.836,0.1443,0.3501,3360.0
Anomalia,0.0164,0.5479,0.3266,0.4432,3600.0
Anomalia,-0.0047,0.3603,-0.0224,-0.5074,3600.0
Anomalia,0.0144,0.2575,0.0433,-0.36,2880.0
Anomalia,-0.0044,0.3308,-1.98,10.2436,2880.0
Anomalia,-0.0018,1.1994,0.1453,3.1903,3120.0
Anomalia,-0.0135,1.3779,0.0977,1.1492,3360.0
Anomalia,0.0109,1.4967,0.0847,0.2097,3360.0
Anomalia,0.0214,1.51,0.0804,0.0803,3360.0
Anomalia,0.0289,0.9825,0.0308,0.6384,3360.0
Anomalia,0.0297,0.7174,0.3427,1.7307,3360.0
Anomalia,-0.0055,0.4176,-0.0682,-0.0236,2880.0
Anomalia,0.013,0.282,0.1008,-0.0206,2880.0
Anomalia,-0.0102,0.3224,-2.4698,11.8234,2880.0
Anomalia,-0.0098,1.4434,0.1632,3.5962,2880.0
Anomalia,0.0154,1.6421,0.109,1.4249,3360.0
Anomalia,0.0114,1.7891,0.0973,0.369,3360.0
Anomalia,0.0114,1.8199,0.1025,0.1488,3360.0
Anomalia,0.032,1.1772,0.0609,0.2137,3360.0
Anomalia,0.0065,0.8957,0.0572,1.0496,3360.0
Anomalia,0.0083,0.5515,-0.0527,-0.1001,3600.0
Anomalia,0.0207,0.4354,0.1235,-0.0674,2880.0
Anomalia,-0.0082,0.4134,-0.9772,3.7337,2880.0
Anomalia,-0.0169,1.5612,0.099,3.5523,2880.0
Anomalia,0.0037,1.8132,0.0639,1.2004,3360.0
Anomalia,0.0096,1.9948,0.0506,0.1543,3360.0
Anomalia,0.0182,2.0324,0.0448,-0.0666,3360.0
Anomalia,0.0378,1.3736,0.0264,0.2016,3360.0
Anomalia,0.0163,1.0408,0.0591,1.2004,3360.0
Anomalia,0.0002,0.5963,0.0689,-0.2325,2880.0
Anomalia,0.0104,0.4178,0.1345,-0.4081,2880.0
Anomalia,-0.0069,0.3691,0.022,0.1488,2880.0
Anomalia,0.0059,0.5362,0.1595,1.3387,2880.0
Anomalia,0.015,0.5987,0.1232,0.2991,3360.0
Anomalia,0.0079,0.5994,0.1412,0.3016,3360.0
Anomalia,0.0194,0.5959,0.1286,0.2964,3360.0
Anomalia,-0.0019,0.4008,0.1735,0.1908,3360.0
Anomalia,0.0103,0.2809,-0.091,-0.7186,3600.0
Anomalia,0.0057,0.3065,-0.0915,-0.7938,2880.0
Anomalia,0.0142,0.298,-0.1557,-0.5691,3360.0
Anomalia,0.0322,0.2866,-0.0257,-0.0046,3360.0
Anomalia,-0.0043,1.2885,0.1143,3.3344,3120.0
Anomalia,0.0397,1.4563,0.0577,1.4364,3360.0
Anomalia,-0.0083,1.5931,0.0846,0.3753,3360.0
Anomalia,0.0071,1.6294,0.0558,0.0969,3360.0
Anomalia,0.0294,1.0605,-0.0195,0.5076,3360.0
Anomalia,-0.0139,0.8054,-0.1985,1.531,3360.0
Anomalia,0.0121,0.4923,0.0744,-0.3602,2880.0
Anomalia,0.0036,0.3414,-0.1531,0.3896,2880.0
Anomalia,-0.0039,0.2617,0.0882,-0.1942,2880.0
Anomalia,0.0364,1.1159,0.2896,4.199,3120.0
Anomalia,0.0292,1.3062,0.1275,1.5524,3360.0
Anomalia,0.0035,1.5249,0.0846,0.0091,3360.0
Anomalia,0.0192,1.5712,0.05,-0.3093,3360.0
Anomalia,-0.017,1.1563,-0.088,-0.0638,3360.0
Anomalia,-0.0042,0.9364,-0.1052,1.1455,3360.0
Anomalia,0.0167,0.5213,-0.0039,-0.3057,3360.0
Anomalia,0.0036,0.3766,-0.0499,-0.0375,2880.0
Anomalia,0.0228,0.2927,0.0092,-1.0113,2880.0
Anomalia,-0.004,1.2219,0.0005,3.6757,3120.0
Anomalia,0.0388,1.4212,0.0177,1.2484,3360.0
Anomalia,-0.0085,1.5582,0.0399,0.2155,3360.0
Anomalia,0.0096,1.5965,0.0131,-0.0648,3360.0
Anomalia,0.0256,1.0761,0.0407,0.1387,3360.0
Anomalia,-0.0201,0.7961,-0.2494,1.3745,3360.0
Anomalia,0.0271,0.4769,0.1334,-0.146,3600.0
Anomalia,-0.0096,0.3175,-0.2052,-0.1476,2880.0
Anomalia,0.0052,0.2525,-0.0012,-0.3352,2880.0
Anomalia,0.0411,1.1068,0.2594,4.2192,3120.0
Anomalia,-0.0134,1.2676,0.1003,1.853,3360.0
Anomalia,0.0258,1.4845,0.077,0.1862,3360.0
Anomalia,0.0066,1.5279,0.1012,-0.1355,3360.0
Anomalia,-0.0284,1.0987,0.0115,0.2852,3360.0
Anomalia,0.0259,0.9122,0.2763,1.5153,3360.0
Anomalia,0.0039,0.4871,-0.0724,-0.1023,3360.0
Anomalia,0.0218,0.365,0.0375,-0.1494,2880.0
Anomalia,0.0133,0.3014,-0.03,-0.6939,3360.0
Anomalia,0.0462,1.3011,0.1818,4.2351,2880.0
Anomalia,-0.0329,1.4886,0.1036,1.7955,3360.0
Anomalia,0.0233,1.6998,0.0461,0.3052,3360.0
Anomalia,0.0086,1.7377,0.0656,0.0414,3360.0
Anomalia,-0.0244,1.2259,-0.0472,0.1419,3360.0
Anomalia,0.05,0.9982,0.1703,1.3985,3360.0
Anomalia,-0.0115,0.5588,0.1142,-0.2008,3600.0
Anomalia,0.0094,0.4373,0.1371,0.8685,2880.0
Anomalia,0.019,0.2928,0.1368,-0.5806,2880.0
Anomalia,-0.011,1.3002,-0.1193,5.5756,3120.0
Anomalia,-0.0002,1.6597,0.0637,1.779,3360.0
Anomalia,0.0148,1.9981,0.0427,-0.0207,3360.0
Anomalia,-0.0038,2.0589,0.0639,-0.3325,3360.0
Anomalia,0.0286,1.6484,0.1396,0.1784,3360.0
Anomalia,0.0256,1.3009,0.0564,1.121,3360.0
Anomalia,0.0102,0.6595,0.037,-0.0283,3600.0
Anomalia,0.0207,0.4509,0.1773,0.6861,2880.0
Anomalia,0.0156,0.3186,-0.109,0.4273,2880.0
Anomalia,0.0247,0.9622,0.0117,4.5514,2880.0
Anomalia,-0.0175,1.1166,0.0243,1.6846,3360.0
Anomalia,0.023,1.2336,-0.0054,0.4778,3360.0
Anomalia,0.0029,1.264,0.0386,0.1728,3360.0
Anomalia,-0.0004,0.8717,0.0269,-0.1321,3360.0
Anomalia,0.0401,0.6747,0.2399,1.0597,3360.0
Anomalia,0.0011,0.4221,0.0194,-0.6433,3360.0
Anomalia,0.0143,0.324,-0.0357,-0.5313,2880.0
Anomalia,0.0128,0.2581,-0.1554,-0.8314,2880.0
Anomalia,0.0038,0.839,0.0286,4.3547,2880.0
Anomalia,-0.0108,1.0256,0.0415,1.6067,3360.0
Anomalia,0.0224,1.1798,0.0357,0.1737,3360.0
Anomalia,-0.0022,1.2054,0.0843,-0.0689,3360.0
Anomalia,0.0125,0.9131,0.1179,0.6827,3360.0
Anomalia,0.0303,0.7052,0.2581,1.4847,2880.0
Anomalia,0.0038,0.4013,-0.0896,-0.6948,2880.0
Anomalia,0.0257,0.3248,0.078,-0.4269,2880.0
Anomalia,0.0177,0.2598,-0.0764,-0.0455,2880.0
Anomalia,-0.0342,1.1868,-0.401,6.164,2880.0
Anomalia,0.0053,1.4864,-0.0121,2.2451,3360.0
Anomalia,-0.0012,1.7617,0.0205,0.2587,3360.0
Anomalia,0.0126,1.8185,0.0019,-0.1058,3360.0
Anomalia,0.0601,1.4428,0.1981,0.1013,3360.0
Anomalia,0.0141,1.1326,0.0713,0.7833,3360.0
Anomalia,0.0164,0.6327,0.1132,-0.2068,3360.0
Anomalia,0.0008,0.4898,0.1369,0.4629,2880.0
Anomalia,0.0134,0.3189,-0.0369,-0.3683,2880.0
Anomalia,-0.0428,1.2544,-0.2513,6.1222,2880.0
Anomalia,0.0356,1.5618,0.0255,2.1598,3360.0
Anomalia,0.0039,1.8715,0.0449,0.2089,3360.0
Anomalia,0.0175,1.9328,0.0256,-0.1492,3360.0
Anomalia,0.0644,1.538,0.172,0.0661,3360.0
Anomalia,-0.008,1.233,0.0382,1.0072,3360.0
Anomalia,0.0162,0.6613,0.1055,0.0488,3600.0
Anomalia,0.0033,0.4541,0.0506,0.6373,2880.0
Anomalia,0.0142,0.29,0.1371,0.0235,2880.0
Anomalia,-0.0071,0.5644,-0.2601,4.3564,2880.0
Anomalia,0.0288,0.6829,-0.1205,1.6579,3360.0
Anomalia,0.0005,0.8322,-0.0266,-0.0586,3360.0
Anomalia,0.0087,0.86,-0.0474,-0.3921,3360.0
Anomalia,0.0276,0.7015,0.0164,-0.1446,3360.0
Anomalia,-0.0005,0.5781,-0.0366,0.8417,3360.0
Anomalia,0.0114,0.3572,0.0179,-1.0968,3360.0
Anomalia,0.0044,0.3096,0.0857,-0.985,2880.0
Anomalia,0.0054,0.2994,0.0683,-0.9834,2880.0
Anomalia,-0.014,1.0098,0.0185,5.5778,2880.0
Anomalia,0.0474,1.2317,0.1236,2.2102,2880.0
Anomalia,0.0025,1.4592,0.1061,0.3331,2880.0
Anomalia,0.0112,1.4812,0.0849,0.1476,3360.0
Anomalia,0.0348,1.1535,0.1585,0.5467,3360.0
Anomalia,-0.0253,0.9097,-0.0338,1.6811,3360.0
Anomalia,0.0211,0.4727,-0.0081,-0.7442,3600.0
Anomalia,0.0154,0.4041,0.0353,-0.4742,2880.0
Anomalia,-0.0014,0.2973,0.1794,-0.5541,2880.0
Anomalia,0.057,0.9833,0.7417,7.7476,3120.0
Anomalia,-0.0111,1.4491,0.0548,2.1954,3120.0
Anomalia,0.0295,1.7347,0.0215,0.1957,3360.0
Anomalia,0.0076,1.7925,0.0411,-0.1659,3360.0
Anomalia,-0.033,1.5575,-0.0807,0.26,3360.0
Anomalia,0.0327,1.1434,0.0664,0.7884,3360.0
Anomalia,-0.0247,0.6119,-0.1308,0.0714,3600.0
Anomalia,0.0261,0.4374,0.014,0.2618,2880.0
Anomalia,0.0025,0.3083,0.1388,-0.0882,2880.0
Anomalia,0.0409,0.8333,0.7072,7.3373,2880.0
Anomalia,0.0222,1.1352,0.016,2.2717,3360.0
Anomalia,0.01,1.3092,0.0259,0.4904,3360.0
Anomalia,0.0094,1.3364,0.0227,0.2305,3360.0
Anomalia,-0.033,1.0958,-0.2027,0.6583,3360.0
Anomalia,0.0061,0.8034,-0.0191,0.8485,3360.0
Anomalia,0.0018,0.4487,-0.0432,-0.7375,3600.0
Anomalia,0.0214,0.3404,0.0208,-0.1565,3600.0
Anomalia,0.0165,0.2712,0.0846,0.153,2880.0
Anomalia,0.0359,0.8392,0.9954,9.1507,2880.0
Anomalia,-0.0019,1.2681,0.1701,2.609,3120.0
Anomalia,0.0054,1.5354,0.0998,0.325,3360.0
Anomalia,-0.0062,1.579,0.1084,-0.002,3360.0
Anomalia,-0.0105,1.3844,-0.0717,0.43,3360.0
Anomalia,0.0114,1.0203,0.0281,0.8837,3360.0
Anomalia,0.0069,0.5439,-0.0167,-0.3885,3360.0
Anomalia,0.0172,0.3993,0.2045,0.4617,2880.0
Anomalia,0.0018,0.2836,-0.3364,-0.103,2880.0
Anomalia,0.0414,0.8405,0.7307,9.5955,2880.0
Anomalia,-0.0073,1.2736,0.1714,2.9005,2880.0
Anomalia,0.0192,1.537,0.0838,0.4609,3360.0
Anomalia,0.0005,1.5844,0.109,0.0969,3360.0
Anomalia,-0.014,1.4147,0.0026,0.3318,3360.0
Anomalia,0.0279,1.0463,0.0298,0.475,3360.0
Anomalia,0.0062,0.6035,-0.0088,-0.3879,3360.0
Anomalia,0.0282,0.4659,-0.0871,0.5662,2880.0
Anomalia,0.016,0.3157,-0.0323,-0.7399,2880.0
Anomalia,0.0416,0.9895,0.8743,10.0447,2880.0
Anomalia,-0.0032,1.5529,0.1069,2.8306,3360.0
Anomalia,0.0173,1.8896,0.048,0.3755,3360.0
Anomalia,0.0007,1.9373,0.0649,0.0809,3360.0
Anomalia,-0.0197,1.7329,-0.0543,0.4345,3360.0
Anomalia,0.0299,1.2731,-0.0038,0.7075,3360.0
Anomalia,-0.0021,0.6805,0.0218,-0.2637,3600.0
Anomalia,0.0223,0.5256,0.124,0.0622,2880.0
Anomalia,0.0077,0.3596,0.1379,-0.0977,2880.0
Anomalia,0.028,0.436,0.3353,2.8798,2880.0
Anomalia,0.0057,0.537,0.0162,1.1438,3360.0
Anomalia,0.0163,0.6252,-0.0012,0.0816,3360.0
Anomalia,0.0174,0.6327,-0.0098,-0.0541,3360.0
Anomalia,-0.0034,0.5339,-0.1361,0.3052,3360.0
Anomalia,0.0129,0.4169,0.0625,1.5038,3360.0
Anomalia,0.0055,0.2256,-0.1517,-1.1117,3360.0
Anomalia,0.0129,0.2479,-0.0317,-0.7324,2880.0
Anomalia,0.0105,0.2291,-0.0108,-0.42,2880.0
Anomalia,-0.0169,0.5763,-0.9611,7.7427,2880.0
Anomalia,0.0135,1.029,0.1034,2.771,2880.0
Anomalia,0.0003,1.2289,0.081,0.5373,2880.0
Anomalia,0.0228,1.2606,0.0356,0.2134,3360.0
Anomalia,0.0445,1.1678,0.1245,0.7241,3360.0
Anomalia,0.0091,0.8023,0.01,1.0519,3360.0
Anomalia,0.0139,0.4181,0.2297,-0.3207,3600.0
Anomalia,-0.0006,0.3177,-0.0627,-0.0687,2880.0
Anomalia,0.0188,0.2111,-0.1354,-0.4059,2880.0
Anomalia,0.0049,0.5708,-0.6557,13.6002,3120.0
Anomalia,0.0333,1.2266,0.0978,2.7076,3360.0
Anomalia,0.0008,1.4822,0.049,0.4767,3360.0
Anomalia,0.0204,1.5659,0.0231,-0.1173,3360.0
Anomalia,0.0143,1.5175,0.0706,-0.0377,3360.0
Anomalia,0.0084,1.0705,-0.0998,0.4709,3360.0
Anomalia,0.0246,0.6776,0.1146,0.3434,3360.0
Anomalia,0.0039,0.4594,-0.0691,0.448,2880.0
Anomalia,0.0196,0.2949,0.1423,-0.7652,2880.0
Anomalia,-0.0455,0.7365,-1.1136,9.5881,2880.0
Anomalia,0.0252,1.2819,0.0082,2.9057,3120.0
Anomalia,-0.0076,1.5625,0.0585,0.383,3360.0
Anomalia,0.023,1.6141,0.0061,0.0028,3360.0
Anomalia,0.0597,1.4909,0.0987,0.3649,3360.0
Anomalia,-0.0025,1.0595,0.064,0.5865,3360.0
Anomalia,0.0239,0.5735,0.0862,-0.1723,3360.0
Anomalia,-0.0031,0.3986,0.063,0.1772,2880.0
Anomalia,0.0082,0.2421,-0.0374,-0.5851,2880.0
Anomalia,0.0452,0.5369,1.353,10.8495,3120.0
Anomalia,0.012,1.2075,0.0754,2.5132,3120.0
Anomalia,0.0486,1.4264,0.0529,0.5723,3360.0
Anomalia,0.0152,1.5134,0.0664,-0.0611,3360.0
Anomalia,-0.0177,1.4698,0.0643,0.0794,3360.0
Anomalia,0.0196,0.9954,0.0933,0.8712,3360.0
Anomalia,-0.0139,0.6459,-0.3596,1.118,3360.0
Anomalia,0.0155,0.4099,-0.0967,0.8023,3360.0
Anomalia,0.0163,0.2815,0.0408,-0.7291,2880.0
Anomalia,0.0243,0.4714,1.1356,7.7158,2880.0
Anomalia,0.0137,1.1128,0.1176,2.959,2880.0
Anomalia,0.0237,1.3155,0.0422,0.6847,3360.0
Anomalia,0.0027,1.3527,0.0733,0.3314,3360.0
Anomalia,0.0097,1.3279,0.0114,0.4361,3360.0
Anomalia,0.0085,0.8639,-0.038,0.7365,3360.0
Anomalia,0.0065,0.5194,-0.1107,-0.4177,3360.0
Anomalia,0.0134,0.4256,-0.0127,-0.6082,2880.0
Anomalia,0.0009,0.3143,-0.1379,-0.6252,2880.0
Anomalia,0.0197,0.5425,1.2353,11.7963,3120.0
Anomalia,0.0168,1.5127,0.1212,2.7143,3120.0
Anomalia,0.0387,1.778,0.0669,0.6983,3360.0
Anomalia,-0.0014,1.9262,0.0765,-0.1224,3360.0
Anomalia,0.006,1.9132,0.0385,-0.1265,3360.0
Anomalia,0.0024,1.3012,-0.0002,0.4436,3360.0
Anomalia,-0.0166,0.903,-0.2092,1.217,3600.0
Anomalia,0.0289,0.5114,-0.045,0.1275,2880.0
Anomalia,0.0086,0.3523,-0.1218,-0.0807,2880.0
Anomalia,0.0446,0.4891,1.4009,8.0419,2880.0
Anomalia,0.0095,1.0688,0.0166,3.0157,3120.0
Anomalia,0.0198,1.29,0.0004,0.5322,3360.0
Anomalia,-0.0018,1.3343,0.0334,0.1322,3360.0
Anomalia,-0.0121,1.3056,-0.0225,0.2158,3360.0
Anomalia,0.0259,0.8931,-0.0447,0.3738,3360.0
Anomalia,0.0,0.5363,-0.1315,-0.4151,3360.0
Anomalia,0.0217,0.402,-0.0033,-0.5527,3600.0
Anomalia,-0.0043,0.3022,-0.1158,-0.8183,2880.0
Anomalia,0.0179,0.3774,0.1758,3.8532,2880.0
Anomalia,0.0163,0.7609,0.076,2.1651,2880.0
Anomalia,0.0217,0.9174,0.0268,0.3492,3360.0
Anomalia,0.01,0.9558,0.0492,-0.0811,3360.0
Anomalia,0.0039,0.9411,0.0535,-0.036,3360.0
Anomalia,0.003,0.6656,0.0261,0.7237,3360.0
Anomalia,0.003,0.422,-0.0444,-0.1789,3360.0
Anomalia,0.0171,0.313,0.0305,-0.5066,2880.0
Anomalia,0.0097,0.2293,-0.0176,-0.6433,2880.0
Anomalia,0.0074,0.3835,0.173,11.6828,2880.0
Anomalia,0.0229,1.2264,0.0269,2.9605,2880.0
Anomalia,0.01,1.4088,0.0323,0.9471,3360.0
Anomalia,0.0098,1.5259,0.0452,0.059,3360.0
Anomalia,0.0246,1.5397,0.016,-0.0808,3360.0
Anomalia,-0.006,1.0217,0.1088,0.0059,3360.0
Anomalia,0.0062,0.7518,0.2076,0.7599,3360.0
Anomalia,0.0204,0.5249,0.0901,-0.5146,3360.0
Anomalia,0.0022,0.3745,0.2207,-0.1928,2880.0
Anomalia,0.0007,0.4041,-0.8333,2.7092,2880.0
Anomalia,0.0411,1.415,0.0299,3.1219,2880.0
Anomalia,-0.0321,1.6577,0.0622,1.0064,3360.0
Anomalia,0.0291,1.8069,0.0172,0.0619,3360.0
Anomalia,0.0163,1.8313,0.0414,-0.0949,3360.0
Anomalia,-0.0198,1.2509,0.0692,0.4124,3360.0
Anomalia,0.0417,0.8921,0.3618,1.1429,3360.0
Anomalia,-0.0052,0.5429,-0.0456,-0.3712,2880.0
Anomalia,0.0251,0.3848,0.2041,-0.2387,2880.0
Anomalia,0.0139,0.3198,0.0484,0.1061,2880.0
Anomalia,0.0198,0.5605,0.0081,1.5505,2880.0
Anomalia,-0.0044,0.6578,0.0088,0.4485,3360.0
Anomalia,0.0174,0.7128,0.0186,-0.1748,3360.0
Anomalia,0.018,0.7198,0.0309,-0.2916,3360.0
Anomalia,0.0086,0.5343,0.0656,0.632,3360.0
Anomalia,0.027,0.3846,0.5095,1.2106,3360.0
Anomalia,0.0059,0.2839,0.1037,-1.1182,3360.0
Anomalia,0.0121,0.2598,0.1729,-0.9718,3360.0
Anomalia,-0.0123,0.34,-1.7185,6.32,3600.0
Anomalia,0.0209,1.0246,0.2011,2.9685,3120.0
Anomalia,-0.0155,1.2283,0.1078,0.7704,2880.0
Anomalia,0.0223,1.2886,0.061,0.2085,3360.0
Anomalia,0.0235,1.2865,0.092,0.1922,3360.0
Anomalia,0.0036,0.8618,-0.0654,1.177,3360.0
Anomalia,0.0413,0.5227,0.5955,1.1909,3360.0
Anomalia,0.0106,0.3472,0.0505,-0.4272,2880.0
Anomalia,0.0249,0.2642,0.2909,-0.4157,2880.0
Anomalia,0.0358,0.2229,0.5424,0.3995,3120.0
Anomalia,-0.0178,1.3313,-0.0337,3.6855,3120.0
Anomalia,0.0381,1.5321,0.036,1.3483,3360.0
Anomalia,0.01,1.7655,0.0487,-0.0134,3360.0
Anomalia,0.0045,1.8078,0.0548,-0.2679,3360.0
Anomalia,0.0541,1.2611,0.143,0.2291,3360.0
Anomalia,-0.0181,1.0218,0.0271,1.8474,3360.0
Anomalia,0.0124,0.5145,-0.0177,0.1145,3600.0
Anomalia,0.002,0.3789,-0.0654,0.2257,2880.0
Anomalia,-0.0004,0.3259,0.0846,0.2167,2880.0
Anomalia,-0.0047,1.0087,0.1125,3.4365,2880.0
Anomalia,0.0332,1.1909,0.0598,0.9239,3360.0
Anomalia,0.0096,1.2755,0.0578,0.1943,3360.0
Anomalia,0.0126,1.308,0.0485,-0.0912,3360.0
Anomalia,0.0265,0.887,0.0123,0.0485,3360.0
Anomalia,-0.0013,0.6356,-0.2539,0.9611,3360.0
Anomalia,0.0077,0.4182,0.0035,-0.318,3600.0
Anomalia,0.0182,0.2874,-0.0992,-0.4238,2880.0
Anomalia,0.0284,0.2798,0.5742,0.2977,3600.0
Anomalia,0.0103,1.2511,0.1718,3.4926,3120.0
Anomalia,0.0428,1.4221,0.0762,1.4119,3360.0
Anomalia,-0.0024,1.595,0.086,0.1754,3360.0
Anomalia,0.0047,1.6315,0.0662,-0.0846,3360.0
Anomalia,0.0165,1.0993,-0.0713,0.2868,3360.0
Anomalia,-0.0144,0.8718,-0.1492,1.5678,3360.0
Anomalia,0.0149,0.4901,0.0318,-0.1222,3360.0
Anomalia,0.0035,0.3302,0.146,0.2677,2880.0
Anomalia,0.0125,0.2555,-0.2094,-0.4453,2880.0
Anomalia,0.0406,1.0225,0.3062,3.934,2880.0
Anomalia,0.0273,1.1941,0.1417,1.4953,3360.0
Anomalia,0.0108,1.3335,0.1126,0.2285,3360.0
Anomalia,0.0064,1.3687,0.1155,-0.0705,3360.0
Anomalia,-0.0124,0.9672,-0.0991,0.1083,3360.0
Anomalia,0.0026,0.7492,-0.077,0.7575,3360.0
Anomalia,0.0108,0.483,-0.0441,-0.566,3360.0
Anomalia,0.0158,0.3938,-0.1804,-0.1255,2880.0
Anomalia,0.0155,0.306,-0.1053,-0.8946,2880.0
Anomalia,0.019,1.4714,0.1646,4.3498,2880.0
Anomalia,0.048,1.7308,0.099,1.5494,3360.0
Anomalia,-0.0031,1.9769,0.0838,0.1294,3360.0
Anomalia,0.0256,2.0257,0.0422,-0.1482,3360.0
