Scenario,AccX_Mean,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0197,0.1409,0.3094,-0.117,2640.0
Anomalia,0.0084,0.1842,-0.1337,-0.3382,2640.0
Anomalia,0.0065,0.1995,-0.0718,-0.3639,2880.0
Anomalia,0.0096,0.1971,-0.1299,-0.2575,2880.0
Anomalia,0.0153,0.1976,-0.1854,-0.2633,2640.0
Anomalia,0.0202,0.1544,0.2156,0.8194,2640.0
Anomalia,0.0086,0.1365,-0.1524,0.6871,3120.0
Anomalia,0.0088,0.1765,-0.0613,0.004,3120.0
Anomalia,0.0013,0.1736,-0.0107,0.1195,3120.0
Anomalia,0.012,0.1909,-0.137,-0.5468,2880.0
Anomalia,0.026,0.1716,-0.1993,-0.2598,2880.0
Anomalia,0.0168,0.1324,-0.0762,-0.8356,2640.0
Anomalia,0.0102,0.1213,0.0243,-0.3756,3120.0
Anomalia,0.0075,0.093,0.0455,-0.5219,2880.0
Anomalia,0.0012,0.0839,-0.0289,-0.4887,2880.0
Anomalia,0.0127,0.1226,0.3491,1.8637,3360.0
Anomalia,0.014,0.1403,0.252,0.3818,2640.0
Anomalia,0.0195,0.148,0.2283,-0.0192,2640.0
Anomalia,0.0137,0.1602,0.1442,-0.4743,2640.0
Anomalia,0.0043,0.1679,0.0128,-0.6393,2640.0
Anomalia,0.0069,0.1636,-0.0886,-0.4929,2640.0
Anomalia,0.0117,0.162,-0.1831,-0.4151,2640.0
Anomalia,0.0181,0.158,-0.1845,-0.2638,2640.0
Anomalia,0.0164,0.1248,0.0692,-0.5386,2640.0
Anomalia,0.0238,0.1253,0.153,-0.5585,2880.0
Anomalia,-0.0038,0.1364,0.1288,-0.6696,2880.0
Anomalia,0.0073,0.1339,0.0304,-0.6392,3120.0
Anomalia,0.0102,0.1334,-0.1186,-0.7972,2880.0
Anomalia,0.0056,0.1258,-0.2039,-0.761,2880.0
Anomalia,0.027,0.1043,-0.1077,-0.5603,2880.0
Anomalia,0.0052,0.1066,-0.296,-0.4702,2880.0
Anomalia,0.0106,0.1086,-0.1522,-0.475,2880.0
Anomalia,0.0063,0.113,-0.0921,-0.6641,2880.0
Anomalia,0.0059,0.1243,0.0317,-1.0006,2880.0
Anomalia,0.0209,0.1204,0.1539,-0.9865,2880.0
Anomalia,0.0168,0.1042,0.32,-0.4788,2880.0
Anomalia,0.0157,0.1093,-0.0065,-0.1607,2880.0
Anomalia,0.008,0.0972,-0.0637,0.3105,2880.0
Anomalia,0.0023,0.0872,-0.3371,0.3414,2640.0
Anomalia,0.0088,0.1061,-0.038,-0.3306,2880.0
Anomalia,0.021,0.1053,0.2331,-0.6969,3360.0
Anomalia,0.0132,0.1033,0.4232,-0.5576,3360.0
Anomalia,0.0219,0.1177,0.3006,-0.7634,3120.0
Anomalia,0.0044,0.1099,0.4926,-0.3767,3120.0
Anomalia,-0.0041,0.1449,0.3279,0.0493,2640.0
Anomalia,0.0167,0.193,0.2253,-0.2256,2640.0
Anomalia,0.0101,0.1895,0.2869,-0.0468,2880.0
Anomalia,0.0187,0.1903,0.1642,-0.0859,2880.0
Anomalia,0.0175,0.1568,0.4047,1.6011,2880.0
Anomalia,0.0047,0.1101,-0.263,0.3677,3120.0
Anomalia,0.0057,0.134,-0.0885,-0.1079,3120.0
Anomalia,0.0072,0.1425,-0.0864,-0.4086,2880.0
Anomalia,0.017,0.1578,-0.1031,-0.7611,2880.0
Anomalia,0.0213,0.1651,0.0039,-1.0556,2640.0
Anomalia,0.0183,0.1712,-0.0589,-0.9576,2640.0
Anomalia,0.0104,0.1624,0.0436,-0.7358,2640.0
Anomalia,0.0078,0.1782,0.1335,-0.9033,3360.0
Anomalia,-0.0028,0.1769,0.0809,-0.79,3360.0
Anomalia,0.0097,0.1485,-0.0802,-0.2256,2640.0
Anomalia,0.0182,0.1492,-0.2297,-0.1838,2880.0
Anomalia,0.0158,0.1113,-0.9118,0.6655,2880.0
Anomalia,0.0208,0.0847,-0.5848,-0.3369,2880.0
Anomalia,0.0081,0.0829,-0.3481,-0.4276,2640.0
Anomalia,0.0083,0.0751,-0.1476,-0.5732,2640.0
Anomalia,0.0078,0.0782,0.0914,-0.5336,2640.0
Anomalia,0.0168,0.0798,0.1068,-0.537,3120.0
Anomalia,0.0159,0.0795,0.1208,-0.8154,3120.0
Anomalia,0.009,0.0947,-0.5038,0.2799,2880.0
Anomalia,0.0081,0.1158,-0.1918,-0.3258,2880.0
Anomalia,0.0104,0.1165,-0.1619,-0.1998,2880.0
Anomalia,0.0137,0.1397,-0.2422,-0.5477,2880.0
Anomalia,0.0226,0.1421,-0.2227,-0.5013,3360.0
Anomalia,0.0168,0.1294,-0.2977,-0.0743,3360.0
Anomalia,0.0025,0.1296,-0.1524,-0.2984,2880.0
Anomalia,0.0055,0.1152,-0.096,-0.3423,2880.0
Anomalia,0.0049,0.1012,-0.1431,-0.6315,3360.0
Anomalia,0.0186,0.0988,-0.0969,-0.5358,2640.0
Anomalia,0.0177,0.1049,-0.0776,-0.7306,2640.0
Anomalia,0.0163,0.093,-0.1612,-0.6968,2640.0
Anomalia,0.0071,0.1055,-0.3216,-0.4818,2640.0
Anomalia,0.0006,0.1012,-0.3085,-0.3899,2640.0
Anomalia,0.0133,0.1142,-0.1786,-0.2825,2880.0
Anomalia,0.0095,0.1308,-0.152,-0.7454,3120.0
Anomalia,0.0182,0.1339,-0.1495,-0.8537,2880.0
Anomalia,0.0191,0.1483,-0.1621,-1.1517,3360.0
Anomalia,0.0074,0.136,-0.1019,-0.9082,2640.0
Anomalia,0.0151,0.1197,-0.2274,-0.3978,3120.0
Anomalia,0.0085,0.1378,-0.2505,-0.1567,3360.0
Anomalia,0.0091,0.1384,-0.1944,-0.1672,2640.0
Anomalia,0.0118,0.1357,-0.2449,-0.1147,2880.0
Anomalia,0.0105,0.1523,-0.0438,-0.7338,2880.0
Anomalia,0.0149,0.1305,0.0461,-0.7469,2400.0
Anomalia,0.0026,0.1243,0.0626,-0.7249,2640.0
Anomalia,0.015,0.1547,0.1934,-0.8513,2640.0
Anomalia,0.0118,0.1483,0.1871,-0.7259,2640.0
Anomalia,0.0076,0.1544,0.2209,-0.8888,2880.0
Anomalia,0.0168,0.2029,0.0648,-0.5066,2880.0
Anomalia,0.0054,0.2101,0.0156,-0.6317,2880.0
Anomalia,0.0066,0.2019,-0.0176,-0.2935,2640.0
Anomalia,0.0075,0.2111,-0.04,-0.4871,2880.0
Anomalia,0.0124,0.207,0.0414,-0.6601,2880.0
Anomalia,0.0193,0.2045,0.1649,-0.4995,2880.0
Anomalia,0.0152,0.2229,0.1904,-1.0178,2880.0
Anomalia,0.0115,0.204,0.3569,-0.5658,2640.0
Anomalia,0.0059,0.164,0.3553,-0.2446,2880.0
Anomalia,0.0064,0.133,0.0908,-0.4246,2880.0
Anomalia,0.0066,0.1196,-0.2026,-0.6357,2880.0
Anomalia,0.0234,0.1294,-0.344,-0.7718,2880.0
Anomalia,0.0153,0.1422,-0.3481,-0.6868,2880.0
Anomalia,0.0081,0.1412,-0.2407,-0.7492,2880.0
Anomalia,0.0118,0.1317,-0.2262,-0.5252,2880.0
Anomalia,0.0021,0.1592,-0.1676,-0.6709,2880.0
Anomalia,0.014,0.1413,-0.1575,-0.153,3120.0
Anomalia,0.0191,0.1656,-0.1517,-0.634,3360.0
Anomalia,0.0126,0.1864,-0.0739,-1.092,2880.0
Anomalia,0.0147,0.1665,0.0197,-0.9559,2880.0
Anomalia,0.0078,0.1738,0.0574,-1.1831,2640.0
Anomalia,0.0031,0.1699,0.095,-1.201,3120.0
Anomalia,0.0093,0.1739,-0.0332,-0.9114,2880.0
Anomalia,0.0126,0.1889,-0.0115,-0.8883,2880.0
Anomalia,0.0174,0.1875,-0.041,-0.821,2880.0
Anomalia,0.015,0.1688,0.0116,-0.2769,2640.0
Anomalia,0.0098,0.1754,0.1362,-0.4613,3360.0
Anomalia,0.0052,0.1601,0.1172,-0.5109,2880.0
Anomalia,-0.003,0.1776,0.1348,-0.6942,2880.0
Anomalia,0.0149,0.2101,0.2237,-0.8946,2880.0
Anomalia,0.0166,0.2101,0.1313,-0.8296,2880.0
Anomalia,0.0119,0.2116,0.1775,-0.8384,2880.0
Anomalia,0.0177,0.1926,0.1876,-0.4256,2880.0
Anomalia,0.0016,0.1592,-0.0754,-0.3271,3120.0
Anomalia,0.0101,0.1155,-0.1158,-0.5802,2640.0
Anomalia,0.0125,0.0988,-0.1407,-0.9482,2880.0
Anomalia,0.0169,0.09,-0.0496,-0.7501,3120.0
Anomalia,0.0178,0.0914,-0.3027,0.5493,3120.0
Anomalia,0.0074,0.1055,-0.5819,0.7248,3120.0
Anomalia,0.0067,0.1182,-0.4495,0.0534,2640.0
Anomalia,0.0089,0.1217,-0.4321,-0.16,2640.0
Anomalia,0.007,0.128,-0.3246,-0.6127,2640.0
Anomalia,0.0165,0.1322,-0.009,-0.814,2640.0
Anomalia,0.0135,0.1262,0.0155,-0.6577,2640.0
Anomalia,0.0069,0.1276,0.1169,-0.7222,2640.0
Anomalia,0.0168,0.1118,0.0924,-0.1708,2640.0
Anomalia,0.0117,0.0911,-0.2735,-0.4075,3360.0
Anomalia,0.0203,0.0761,-0.0281,-0.5794,2880.0
Anomalia,0.0117,0.0764,-0.6703,0.5571,2880.0
Anomalia,0.0085,0.0835,-0.319,-0.1085,2880.0
Anomalia,0.0097,0.0873,-0.2163,-0.0421,2640.0
Anomalia,0.0067,0.092,-0.1444,-0.4248,3360.0
Anomalia,0.019,0.0798,0.0842,-0.4546,3360.0
Anomalia,0.0149,0.0973,-0.1048,-0.1708,3120.0
Anomalia,0.0141,0.0989,-0.1008,-0.2711,2640.0
Anomalia,0.0106,0.1138,-0.0295,-0.5979,2640.0
Anomalia,0.0096,0.1351,0.0919,-0.8855,2640.0
Anomalia,0.006,0.1257,0.0941,-0.5402,2640.0
Anomalia,0.0124,0.1283,-0.0226,-0.6673,2640.0
Anomalia,0.013,0.1137,-0.0501,-0.0959,3120.0
Anomalia,0.0053,0.087,-0.2044,-0.0325,2640.0
Anomalia,0.0212,0.0765,-0.2207,0.0496,2640.0
Anomalia,0.0047,0.0845,-0.6714,0.5253,2640.0
Anomalia,0.0154,0.1132,-0.0568,0.0014,3120.0
Anomalia,0.0149,0.1163,-0.0721,-0.2511,2880.0
Anomalia,0.0099,0.1181,0.0686,-0.3986,2880.0
Anomalia,0.0128,0.111,0.213,-0.28,2640.0
Anomalia,0.007,0.1049,0.2093,-0.3138,2880.0
Anomalia,0.0092,0.1105,0.2785,-0.4331,2880.0
Anomalia,0.0085,0.1311,0.4141,-0.4778,3120.0
Anomalia,0.0223,0.14,0.3088,-0.7709,2640.0
Anomalia,0.0263,0.1716,0.2085,-0.4284,2880.0
Anomalia,0.025,0.209,-0.0028,-0.768,2880.0
Anomalia,0.0059,0.2412,-0.0541,-0.863,2880.0
Anomalia,0.002,0.288,0.0824,-1.0796,2880.0
Anomalia,-0.0035,0.2651,0.0973,-0.6276,2640.0
Anomalia,0.0119,0.2408,-0.0316,-0.0597,2640.0
Anomalia,0.0223,0.1957,0.1697,1.4288,2880.0
Anomalia,0.0148,0.1001,0.5497,0.1748,2640.0
Anomalia,0.0153,0.0891,0.5453,0.3746,3360.0
Anomalia,0.0004,0.0875,-0.1818,0.4034,3360.0
Anomalia,0.0014,0.1019,-0.1463,0.0933,3360.0
Anomalia,0.0151,0.1144,0.0896,0.1867,3360.0
Anomalia,0.0134,0.1202,0.1286,-0.2066,3360.0
Anomalia,0.0151,0.1329,0.1102,-0.6031,2640.0
Anomalia,0.0151,0.1594,-0.0542,-0.4852,2640.0
Anomalia,0.0078,0.1672,0.0396,-0.6496,2640.0
Anomalia,0.0091,0.1871,-0.0296,-1.0225,2640.0
Anomalia,0.0132,0.1754,-0.0537,-0.6901,2880.0
Anomalia,0.012,0.1571,0.0374,-0.7331,2880.0
